Region Name,State name,State and County,Region Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Price change % 2015-19
Cherokee County,Georgia,"Cherokee County, Georgia",13057,100,107.12,110.9,113.52,118.16,123.93,129.03,132.57,129.61,121.24,110.5,100.61,94.19,101.2,112.54,121.21,130.49,140.3,154.48,162.87,171.56,0.4472187666607428
Cherokee County,North Carolina,"Cherokee County, North Carolina",37039,100,105.82,110.25,114.59,122.85,138.98,158.1,165.41,159.1,153.77,131.87,123.99,114.27,110.35,112.2,117.24,124.49,127.48,135.61,142.18,148.59,0.26720142602495556
Cherokee County,Kansas,"Cherokee County, Kansas",20021,100,105.29,108.74,111.52,117.23,121.68,127.49,132.57,134.71,128.61,131.22,125.62,129.72,128.02,131.91,134.29,135.62,134.33,146.95,142.08,155.25,0.07709802137821264
Chesapeake City,Virginia,"Chesapeake City, Virginia",51550,100,106.0,113.28,121.72,144.64,179.39,202.47,208.75,202.64,189.42,180.52,170.81,166.02,166.73,171.25,175.62,179.24,184.59,189.1,195.8,202.82,0.14335766423357676
Cheshire County,New Hampshire,"Cheshire County, New Hampshire",33005,100,109.88,118.57,126.35,143.61,161.8,171.5,171.46,165.5,156.74,148.98,146.13,138.12,135.95,137.21,138.8,141.75,145.0,152.67,159.43,170.3,0.16194154944974848
Chester County,Pennsylvania,"Chester County, Pennsylvania",42029,100,105.99,113.72,119.73,134.05,150.76,162.78,165.91,163.12,156.87,152.32,148.28,144.93,146.85,151.36,155.45,159.3,164.88,171.28,176.29,181.85,0.1647066596194502
Chester County,Tennessee,"Chester County, Tennessee",47023,100,104.08,105.06,106.8,109.76,112.47,117.29,119.57,118.52,121.38,112.6,113.3,114.94,115.75,116.46,116.83,121.01,124.27,133.02,134.86,140.95,0.15799416108535147
Chester County,South Carolina,"Chester County, South Carolina",45023,100,101.81,105.09,102.24,104.27,107.94,112.71,119.12,119.01,113.72,107.1,106.73,103.37,105.13,99.51,104.96,110.73,114.3,127.25,130.34,135.5,0.3098181087327907
Chesterfield County,South Carolina,"Chesterfield County, South Carolina",45025,100,104.43,105.92,108.49,107.91,112.58,123.86,127.42,122.65,125.87,122.72,123.57,117.77,122.07,123.82,130.1,135.21,135.74,134.87,136.01,143.92,0.09844936197706344
Chesterfield County,Virginia,"Chesterfield County, Virginia",51041,100,104.89,110.19,114.97,126.74,146.67,166.69,174.21,171.02,160.23,149.93,139.73,135.53,136.67,142.07,147.06,153.7,161.33,169.4,176.03,183.83,0.23903709439008947
Cheyenne County,Nebraska,"Cheyenne County, Nebraska",31033,100,103.41,108.16,111.25,118.49,125.42,132.97,142.38,143.21,140.98,138.63,139.29,146.35,157.23,167.72,169.18,168.17,147.85,131.53,137.02,151.01,-0.18304316718340086
Chickasaw County,Iowa,"Chickasaw County, Iowa",19037,100,102.64,103.21,105.83,114.95,119.45,124.04,126.68,126.89,126.66,126.6,126.02,126.84,129.28,130.35,144.81,142.09,149.1,146.73,159.0,160.99,0.21979286536248566
Chickasaw County,Mississippi,"Chickasaw County, Mississippi",28017,100,104.14,106.46,106.99,108.73,117.25,112.71,117.13,114.94,115.33,114.69,115.4,112.25,125.68,123.11,130.42,143.14,129.91,129.67,138.25,133.42,0.12297944927300786
Chicot County,Arkansas,"Chicot County, Arkansas",5017,100,104.69,98.94,103.17,105.24,105.36,108.01,113.28,122.79,112.68,114.15,121.74,119.26,116.41,128.07,127.86,116.33,132.1,116.71,127.45,130.8,-0.0048411025220581605
Chilton County,Alabama,"Chilton County, Alabama",1021,100,104.83,106.33,109.91,110.5,117.5,122.38,127.63,129.05,127.3,121.88,115.86,112.69,114.3,114.82,116.57,118.67,123.1,124.83,130.91,135.02,0.1401323811182722
Chippewa County,Wisconsin,"Chippewa County, Wisconsin",55017,100,106.51,109.92,112.76,119.05,128.61,131.72,134.19,134.36,130.97,128.24,126.89,125.82,126.88,128.83,131.98,139.21,146.09,157.03,163.95,170.21,0.27260731196149934
Chippewa County,Minnesota,"Chippewa County, Minnesota",27023,100,104.62,108.61,108.73,114.71,116.08,125.85,129.64,128.28,125.63,126.72,123.78,125.01,126.87,130.43,131.66,135.78,137.25,144.12,153.2,153.34,0.17457640113470818
Chippewa County,Michigan,"Chippewa County, Michigan",26033,100,104.72,107.07,109.01,111.45,119.15,123.53,123.3,118.88,118.27,116.53,111.77,113.69,112.57,111.53,113.27,115.99,115.16,119.18,124.78,127.96,0.11880211602259472
Chisago County,Minnesota,"Chisago County, Minnesota",27025,100,110.7,119.94,126.53,137.17,149.04,151.63,148.56,137.64,124.1,111.02,102.56,99.08,103.75,110.65,117.16,124.68,134.0,144.19,150.07,155.67,0.3562584726615452
Chittenden County,Vermont,"Chittenden County, Vermont",50007,100,107.21,114.28,119.36,134.7,153.58,164.28,166.57,165.84,162.15,161.5,161.94,162.41,164.22,168.22,170.77,174.93,180.86,188.13,195.41,201.34,0.161633575080252
Chowan County,North Carolina,"Chowan County, North Carolina",37041,100,104.98,109.37,111.9,122.4,142.43,160.58,163.26,165.78,158.29,150.36,138.04,137.09,131.31,129.46,134.19,135.2,139.25,148.7,152.07,162.05,0.17464854008960273
Christian County,Illinois,"Christian County, Illinois",17021,100,103.2,104.1,106.25,110.24,115.42,118.75,123.04,125.41,124.01,124.03,124.41,126.45,129.49,126.36,132.17,130.07,135.44,140.78,141.2,144.24,0.11744222855333963
Christian County,Kentucky,"Christian County, Kentucky",21047,100,102.93,104.38,106.57,109.39,116.0,121.0,126.3,124.06,123.31,121.62,122.19,122.61,123.53,121.82,124.26,127.0,130.27,133.92,134.63,146.05,0.10515514693810535
Christian County,Missouri,"Christian County, Missouri",29043,100,103.75,106.43,108.14,111.85,119.5,127.48,130.99,129.48,123.98,120.39,115.59,114.63,117.28,120.06,122.97,128.27,135.28,141.94,147.67,152.63,0.22996834915875386
Churchill County,Nevada,"Churchill County, Nevada",32001,100,100.28,101.68,105.21,123.02,157.09,176.56,172.23,155.55,135.23,114.89,102.9,98.54,106.12,117.72,129.31,139.21,151.92,176.48,189.82,196.43,0.6124702684335712
Cibola County,New Mexico,"Cibola County, New Mexico",35006,100,101.54,107.87,114.4,114.8,124.91,146.54,134.26,152.84,143.93,144.14,138.07,141.11,137.08,150.3,159.62,163.91,151.19,147.61,154.14,175.79,0.02554890219560857
Citrus County,Florida,"Citrus County, Florida",12017,100,107.36,114.7,120.93,138.85,175.71,201.88,198.01,171.02,147.12,129.6,120.7,112.09,113.19,117.63,127.48,136.26,153.19,170.24,179.16,194.69,0.5230808467227748
Clackamas County,Oregon,"Clackamas County, Oregon",41005,100,103.61,106.54,109.16,117.51,137.55,160.66,170.84,166.85,148.61,135.74,126.52,123.35,132.1,146.46,158.9,177.63,193.26,204.93,210.56,218.13,0.43766216031681004
Claiborne County,Tennessee,"Claiborne County, Tennessee",47025,100,111.53,111.57,112.18,117.84,125.96,134.12,140.82,144.93,145.59,139.6,137.82,132.95,137.2,143.62,142.06,140.62,145.08,147.25,149.76,161.06,0.042751705890544445
Claiborne Parish,Louisiana,"Claiborne Parish, Louisiana",22027,100,107.02,110.5,115.88,121.92,125.98,135.74,143.63,144.03,148.71,148.46,149.45,153.5,148.01,148.0,165.19,149.32,173.6,171.89,174.07,176.41,0.17614864864864854
Clallam County,Washington,"Clallam County, Washington",53009,100,106.17,111.12,115.11,134.17,162.17,185.38,192.24,187.53,171.08,156.19,144.97,139.77,139.22,143.77,150.62,163.03,180.13,198.23,211.73,221.47,0.47269945051123297
Clare County,Michigan,"Clare County, Michigan",26035,100,107.64,111.3,115.55,121.0,126.21,124.96,121.89,115.04,108.85,102.04,97.51,93.41,97.04,96.75,98.57,104.14,108.18,114.41,118.99,125.09,0.2298708010335917
Clarendon County,South Carolina,"Clarendon County, South Carolina",45027,100,100.17,104.51,107.92,114.02,121.43,136.05,145.18,152.32,147.97,137.55,129.3,125.74,124.22,127.5,127.77,128.53,126.2,131.16,141.09,144.64,0.10658823529411765
Clarion County,Pennsylvania,"Clarion County, Pennsylvania",42031,100,102.13,110.29,108.62,115.24,122.21,127.54,124.52,131.55,129.26,127.74,130.94,132.64,128.01,123.82,127.24,134.18,132.93,136.01,136.9,149.82,0.10563721531255066
Clark County,Arkansas,"Clark County, Arkansas",5019,100,105.7,105.65,108.5,112.38,115.92,122.54,126.95,126.74,126.13,123.89,121.72,124.59,127.77,133.18,130.92,129.87,135.28,136.37,141.65,142.76,0.0635981378585373
Clark County,Indiana,"Clark County, Indiana",18019,100,104.24,107.43,109.59,110.92,116.7,118.68,120.0,120.06,117.17,114.51,111.1,110.11,109.97,112.17,116.33,120.35,127.51,136.88,142.52,150.0,0.27057145404297067
Clark County,Nevada,"Clark County, Nevada",32003,100,106.8,113.1,119.34,155.83,192.74,212.13,207.94,160.04,110.85,96.98,85.38,86.15,101.2,121.69,131.49,142.12,156.81,180.61,192.03,198.86,0.5780261319746898
Clark County,Kentucky,"Clark County, Kentucky",21049,100,105.41,107.41,111.02,116.22,122.63,127.41,128.42,128.43,127.08,123.28,122.44,121.59,121.02,121.25,125.52,128.16,131.7,140.7,143.52,151.12,0.18367010309278364
Clark County,Illinois,"Clark County, Illinois",17023,100,103.37,105.92,105.24,109.57,110.43,115.66,118.98,116.19,115.76,117.78,117.07,118.63,120.64,118.46,124.3,125.06,128.68,128.51,134.88,141.31,0.13861218976869827
Clark County,Washington,"Clark County, Washington",53011,100,104.34,107.23,109.48,120.97,144.93,169.12,173.45,166.28,145.32,132.73,121.85,118.78,128.82,143.65,156.19,174.5,191.9,207.09,216.71,227.52,0.5085972850678733
Clark County,Wisconsin,"Clark County, Wisconsin",55019,100,106.21,109.6,114.19,121.94,129.84,135.58,136.62,140.58,136.44,134.74,132.66,131.88,132.23,129.98,138.56,140.07,140.96,145.67,150.67,158.51,0.15917833512848123
Clark County,Ohio,"Clark County, Ohio",39023,100,104.91,106.29,107.39,110.16,113.69,112.82,113.52,110.78,107.61,103.52,100.32,99.1,97.42,99.18,101.74,104.42,107.94,114.36,119.5,125.41,0.20488001613228457
Clarke County,Iowa,"Clarke County, Iowa",19039,100,104.9,108.56,110.89,111.4,118.44,119.31,122.58,115.91,119.05,116.58,113.71,114.98,119.2,121.52,125.7,125.56,129.71,142.89,140.53,144.68,0.15643515470704417
Clarke County,Alabama,"Clarke County, Alabama",1025,100,104.96,106.6,108.93,114.34,116.9,125.1,134.58,138.27,140.29,137.17,134.05,135.49,131.7,131.45,136.5,136.73,135.95,136.71,140.88,145.02,0.0717383035374668
Clarke County,Georgia,"Clarke County, Georgia",13059,100,105.29,110.95,113.65,120.62,123.97,128.58,131.73,132.21,128.26,122.27,114.66,108.79,111.24,116.63,120.61,128.41,138.85,150.45,161.74,171.37,0.3867787018777331
Clarke County,Virginia,"Clarke County, Virginia",51043,100,112.0,119.35,128.44,150.43,178.66,200.04,194.36,175.67,154.37,145.23,140.97,140.43,145.56,152.28,155.9,156.88,162.45,169.03,173.4,181.61,0.13869188337273441
Clarke County,Mississippi,"Clarke County, Mississippi",28023,100,109.64,111.84,112.16,116.97,115.84,125.26,140.2,137.31,140.39,133.73,135.71,135.78,136.5,135.6,138.81,138.34,145.46,149.44,154.16,145.73,0.136873156342183
Clatsop County,Oregon,"Clatsop County, Oregon",41007,100,105.0,107.02,109.53,119.79,144.93,172.11,189.13,188.44,174.03,157.18,145.84,141.13,141.92,146.29,156.47,166.02,182.6,196.2,209.84,219.77,0.43441110123726845
Clay County,Iowa,"Clay County, Iowa",19041,100,103.78,105.03,106.24,112.45,119.69,125.67,124.27,128.44,124.74,125.15,124.85,128.59,128.88,133.68,138.75,141.04,146.89,151.66,154.59,156.67,0.1564183123877918
Clay County,Minnesota,"Clay County, Minnesota",27027,100,104.75,110.47,115.09,125.96,136.5,141.1,143.56,144.51,144.12,145.31,140.24,143.97,149.1,159.54,169.38,179.7,185.99,191.21,193.46,195.31,0.21261125736492437
Clay County,Kansas,"Clay County, Kansas",20027,100,110.28,113.95,118.36,120.19,126.41,153.95,155.79,155.3,149.23,147.45,155.39,154.6,147.79,159.61,164.36,164.83,161.06,157.16,159.48,177.31,-0.0008144853079382619
Clay County,South Dakota,"Clay County, South Dakota",46027,100,103.05,105.75,105.54,108.56,118.93,126.34,132.27,135.34,132.61,133.72,134.32,136.13,144.35,140.91,147.21,156.43,159.3,170.1,175.31,181.59,0.2441274572422114
Clay County,Florida,"Clay County, Florida",12019,100,106.46,111.93,117.2,129.7,150.04,174.8,179.26,170.18,150.15,131.66,118.17,110.94,115.92,122.92,130.19,139.19,151.6,164.22,178.24,184.44,0.45004881223560034
Clay County,Missouri,"Clay County, Missouri",29047,100,105.7,110.86,113.7,118.35,122.8,125.15,124.82,121.07,118.07,113.71,109.2,107.34,108.78,112.47,116.72,123.08,132.15,142.23,149.51,157.71,0.3293322663821463
Clay County,Indiana,"Clay County, Indiana",18021,100,105.75,106.44,108.73,113.37,118.26,119.14,117.21,116.9,113.87,113.81,111.14,112.48,113.79,115.64,120.51,123.92,126.79,129.94,135.21,139.16,0.1692320996195089
Clay County,Nebraska,"Clay County, Nebraska",31035,100,98.75,101.73,106.37,115.18,118.95,123.62,127.55,132.38,126.7,127.31,125.66,127.65,133.42,153.76,149.09,154.0,156.68,166.67,199.42,187.57,0.2969562955254943
Clay County,Mississippi,"Clay County, Mississippi",28025,100,100.9,101.46,100.5,105.48,106.35,108.73,117.4,122.07,119.36,114.0,116.86,113.57,115.01,124.42,119.85,126.45,,,,,
Clay County,North Carolina,"Clay County, North Carolina",37043,100,108.65,112.93,115.46,124.55,142.12,152.68,161.71,162.1,150.75,135.59,122.29,118.34,115.02,107.62,118.95,123.49,127.51,130.34,136.28,143.3,0.2663073778108158
Clay County,Arkansas,"Clay County, Arkansas",5021,100,119.04,129.41,121.57,121.27,140.16,135.74,142.1,133.83,142.56,136.2,128.22,139.75,135.87,159.39,148.05,175.16,158.31,149.57,,181.62,
Clayton County,Georgia,"Clayton County, Georgia",13063,100,106.95,111.87,114.46,117.36,119.86,118.99,115.97,100.8,85.46,78.52,72.51,61.55,65.5,71.0,79.25,84.45,92.98,107.2,119.68,127.04,0.6856338028169016
Clayton County,Iowa,"Clayton County, Iowa",19043,100,105.21,107.12,106.74,109.62,113.93,122.69,123.32,125.63,123.94,124.66,126.85,124.25,127.81,129.65,133.98,137.55,138.94,144.08,147.63,150.72,0.13868106440416494
Clear Creek County,Colorado,"Clear Creek County, Colorado",8019,100,107.58,114.18,115.64,117.21,123.92,126.86,126.71,125.66,122.06,118.28,115.05,114.18,120.22,125.17,138.39,150.46,165.28,180.58,191.61,198.97,0.5307981145641927
Clearfield County,Pennsylvania,"Clearfield County, Pennsylvania",42033,100,105.31,107.28,111.4,111.34,122.29,130.36,133.84,136.24,132.39,132.48,133.66,136.76,139.39,135.18,142.47,141.14,142.94,151.08,150.21,157.39,0.11118508655126491
Clearwater County,Idaho,"Clearwater County, Idaho",16035,100,99.91,100.41,101.03,107.39,115.42,139.1,159.01,153.88,152.18,140.58,137.81,130.97,127.52,135.16,134.48,132.38,157.43,164.57,178.0,190.02,0.31695767978691913
Cleburne County,Alabama,"Cleburne County, Alabama",1029,100,101.31,104.88,110.8,114.46,121.98,129.97,138.9,138.32,140.26,128.06,133.3,122.79,123.01,121.53,123.05,125.15,130.58,131.97,140.07,144.27,0.15255492470994803
Cleburne County,Arkansas,"Cleburne County, Arkansas",5023,100,106.52,107.86,110.54,115.36,122.39,132.53,138.15,143.24,143.77,140.28,141.32,139.42,136.44,135.92,134.98,136.86,139.2,143.07,144.34,150.62,0.06194820482636865
Clermont County,Ohio,"Clermont County, Ohio",39025,100,104.63,107.44,109.75,113.17,118.3,120.79,120.56,117.41,112.75,110.25,105.96,104.65,104.44,108.61,111.22,116.01,122.95,130.85,137.5,143.31,0.26599760611361756
Cleveland County,Oklahoma,"Cleveland County, Oklahoma",40027,100,105.23,108.94,112.45,118.97,124.89,130.82,134.5,135.78,135.38,136.12,133.84,135.03,138.55,143.39,147.91,152.83,156.12,161.72,166.99,174.76,0.16458609386986556
Cleveland County,North Carolina,"Cleveland County, North Carolina",37045,100,104.65,107.39,109.09,111.09,114.31,118.42,123.0,124.79,121.21,115.68,114.59,110.55,109.41,106.55,112.7,113.04,120.03,127.06,135.75,141.46,0.2740497419052088
Clinton County,New York,"Clinton County, New York",36019,100,105.64,111.49,117.8,128.32,144.85,148.9,153.77,154.95,154.77,152.16,152.72,149.38,147.48,152.26,154.18,153.03,157.85,164.34,170.79,175.55,0.1216997241560489
Clinton County,Illinois,"Clinton County, Illinois",17027,100,105.33,108.59,112.54,116.09,123.36,129.5,133.0,134.12,130.09,129.22,127.0,125.41,125.53,123.43,127.43,126.64,129.37,131.87,134.78,134.76,0.09195495422506683
Clinton County,Iowa,"Clinton County, Iowa",19045,100,103.83,106.79,108.2,112.3,118.9,124.37,129.4,128.83,128.12,130.13,129.31,129.07,129.82,129.78,131.53,134.64,138.01,141.82,145.1,149.7,0.11804592387116664
Clinton County,Missouri,"Clinton County, Missouri",29049,100,103.59,108.37,110.8,114.93,121.54,123.4,127.57,123.86,117.81,115.18,111.24,110.65,111.85,111.02,117.8,124.15,127.03,140.5,145.25,152.31,0.3083228247162675
Clinton County,Ohio,"Clinton County, Ohio",39027,100,103.19,105.39,106.98,108.4,112.35,113.25,116.11,110.92,106.92,100.91,94.9,92.9,94.68,99.94,103.06,107.23,111.15,119.49,124.8,132.96,0.24874924954972988
Clinton County,Pennsylvania,"Clinton County, Pennsylvania",42035,100,104.32,109.57,111.51,119.11,132.58,134.37,143.42,143.74,143.81,143.34,142.34,143.05,149.8,150.94,160.5,159.24,163.2,168.33,173.97,178.24,0.15257718298661715
Clinton County,Indiana,"Clinton County, Indiana",18023,100,101.57,101.52,101.71,102.99,105.57,105.15,104.79,104.63,102.01,99.6,97.86,97.94,97.77,100.2,103.49,107.48,109.05,119.22,124.52,134.09,0.2427145708582834
Clinton County,Michigan,"Clinton County, Michigan",26037,100,104.81,108.93,112.18,117.17,122.06,121.9,118.94,113.15,102.51,96.7,92.81,91.84,94.45,99.29,103.36,108.54,115.73,121.34,127.62,133.04,0.2853258132742471
Coahoma County,Mississippi,"Coahoma County, Mississippi",28027,100,102.14,104.01,102.97,103.37,105.27,103.01,108.63,109.56,108.69,105.49,106.48,101.25,110.88,109.29,108.0,115.12,103.49,106.5,111.23,111.32,0.01775093787171733
Cobb County,Georgia,"Cobb County, Georgia",13067,100,106.87,111.3,113.87,118.94,124.63,129.44,131.86,127.81,120.88,111.97,104.25,98.42,104.75,116.93,124.22,134.07,144.49,156.85,165.65,174.1,0.41665953989566407
Cochise County,Arizona,"Cochise County, Arizona",4003,100,105.39,110.88,115.9,127.8,153.89,172.53,173.85,166.05,156.0,148.12,138.35,134.67,131.38,126.32,127.09,128.49,133.31,140.29,150.32,158.85,0.18999366687777086
Cocke County,Tennessee,"Cocke County, Tennessee",47029,100,103.21,104.07,105.67,110.56,118.28,129.36,133.01,135.61,128.54,117.14,116.64,111.71,110.82,110.17,113.41,118.68,123.41,127.35,140.24,140.7,0.2729418171916129
Coconino County,Arizona,"Coconino County, Arizona",4005,100,105.21,111.47,116.58,132.49,163.96,196.78,199.48,191.92,171.75,149.89,136.47,134.18,142.39,154.41,164.51,173.93,185.92,197.86,207.25,217.59,0.34220581568551256
Codington County,South Dakota,"Codington County, South Dakota",46029,100,102.73,108.43,110.34,117.14,127.86,135.49,138.59,146.3,144.5,143.12,143.89,147.65,152.99,160.56,163.07,169.21,174.55,179.34,184.36,188.93,0.1482311908320877
Coffee County,Tennessee,"Coffee County, Tennessee",47031,100,104.23,106.06,108.73,111.57,116.94,126.1,131.38,132.54,130.1,125.96,122.14,123.84,122.49,126.08,132.65,138.1,147.02,159.86,165.75,175.85,0.31464149746192893
Coffee County,Alabama,"Coffee County, Alabama",1031,100,103.56,108.44,110.13,115.13,125.69,136.19,146.51,145.7,147.24,145.61,142.44,141.56,139.11,136.33,137.11,139.57,141.36,143.59,144.55,148.18,0.060294872735274785
Coffee County,Georgia,"Coffee County, Georgia",13069,100,103.13,104.35,106.14,108.47,115.67,122.28,125.81,129.93,124.59,115.69,108.64,109.23,111.83,113.18,111.98,119.64,124.57,124.92,130.14,128.36,0.14984979678388388
Coffey County,Kansas,"Coffey County, Kansas",20031,100,106.6,109.93,112.86,115.47,124.43,125.45,129.9,134.01,134.54,136.22,126.83,139.36,136.51,132.39,141.54,151.61,156.65,161.83,157.87,163.74,0.19246166628899486
Colbert County,Alabama,"Colbert County, Alabama",1033,100,102.98,104.31,106.13,108.0,113.04,120.01,126.11,129.03,130.22,127.28,124.82,126.14,125.51,127.48,128.46,131.26,136.28,138.8,144.09,148.61,0.1302949482271729
Cole County,Missouri,"Cole County, Missouri",29051,100,102.89,105.69,107.57,111.9,116.64,120.37,121.96,123.48,123.21,122.74,122.81,123.4,123.67,123.68,125.44,128.23,130.02,135.39,139.42,143.01,0.12726390685640343
Coles County,Illinois,"Coles County, Illinois",17029,100,102.15,103.16,104.12,106.9,110.57,113.35,115.78,116.95,117.38,117.8,115.57,117.5,118.05,118.28,118.96,120.29,120.01,119.92,122.64,125.33,0.03686168413933033
Colfax County,Nebraska,"Colfax County, Nebraska",31037,100,105.7,106.19,106.6,113.23,117.98,127.09,117.79,121.78,122.04,120.07,126.64,125.84,127.16,140.88,135.09,136.88,157.8,161.63,171.33,180.16,0.2161413969335606
Colfax County,New Mexico,"Colfax County, New Mexico",35007,100,105.17,107.2,114.37,117.33,123.27,143.01,144.75,143.78,148.72,142.93,139.66,140.19,130.16,132.11,140.71,124.49,140.77,131.02,139.6,147.33,0.05669517826054027
Colleton County,South Carolina,"Colleton County, South Carolina",45029,100,108.43,112.55,119.4,126.87,139.63,155.23,162.54,166.1,153.69,142.87,135.21,130.97,126.53,129.69,130.79,137.69,141.06,146.62,152.99,159.6,0.17965918729277508
Collier County,Florida,"Collier County, Florida",12021,100,112.94,124.81,134.21,156.38,205.54,250.16,231.62,174.37,132.9,124.96,118.68,121.56,132.3,150.34,171.98,187.65,196.89,208.17,215.58,224.74,0.4339497139816417
Collin County,Texas,"Collin County, Texas",48085,100,105.42,108.57,109.87,111.07,113.97,117.64,120.43,120.52,119.9,119.56,117.46,118.37,124.89,137.9,151.99,167.95,184.4,194.13,197.92,202.6,0.4352429296591731
Colonial Heights City,Virginia,"Colonial Heights City, Virginia",51570,100,105.58,108.63,113.65,124.08,143.58,164.07,174.1,171.32,163.65,151.58,140.81,133.69,130.73,133.25,133.65,139.88,145.76,154.35,159.98,169.14,0.20060037523452157
Colorado County,Texas,"Colorado County, Texas",48089,100,99.5,105.68,107.4,110.66,118.64,124.97,134.26,141.36,139.24,133.61,134.57,136.61,144.32,145.26,158.7,159.24,169.43,180.28,189.62,190.85,0.30538345036486314
Colquitt County,Georgia,"Colquitt County, Georgia",13071,100,104.42,107.09,108.36,114.41,123.9,135.77,141.16,140.83,141.72,133.34,126.65,128.29,125.08,128.52,130.48,131.32,130.66,142.7,143.06,146.76,0.11313414254590715
Columbia County,Georgia,"Columbia County, Georgia",13073,100,103.8,106.31,108.45,115.35,124.78,134.39,141.1,140.37,138.51,133.92,125.88,122.02,122.21,125.66,130.96,134.95,140.83,147.43,153.34,162.05,0.22027693776858204
Columbia County,Oregon,"Columbia County, Oregon",41009,100,102.78,104.97,105.79,112.66,126.47,147.82,156.92,155.61,139.95,127.09,117.14,110.58,114.95,128.64,137.8,154.44,170.81,183.27,190.77,200.62,0.482975746268657
Columbia County,Pennsylvania,"Columbia County, Pennsylvania",42037,100,103.82,106.46,109.51,116.12,125.21,133.41,136.38,142.34,140.21,141.99,138.9,140.61,141.87,141.58,144.43,145.56,147.95,151.66,156.38,160.65,0.10453453877666319
Columbia County,Arkansas,"Columbia County, Arkansas",5027,100,103.01,104.11,108.89,110.52,108.32,119.41,121.85,126.79,125.4,124.7,119.91,127.58,130.34,130.92,126.61,135.66,141.15,137.94,148.06,153.8,0.13091964558509028
Columbia County,Wisconsin,"Columbia County, Wisconsin",55021,100,104.68,107.9,111.51,119.56,129.42,134.75,137.98,136.47,131.99,125.33,121.89,117.59,117.01,119.58,122.22,128.88,134.29,142.32,147.81,151.65,0.23607626693426997
Columbia County,New York,"Columbia County, New York",36021,100,104.72,112.65,122.18,137.3,163.95,172.97,177.26,175.73,171.75,161.95,159.64,154.06,154.12,154.85,153.44,161.94,168.78,174.05,179.36,190.71,0.15828220858895725
Columbia County,Washington,"Columbia County, Washington",53013,100,102.66,104.89,107.58,115.77,142.6,155.11,166.0,182.04,166.75,164.48,161.68,160.13,161.07,171.71,167.03,183.67,187.94,208.74,215.99,230.56,0.2578766524954865
Columbiana County,Ohio,"Columbiana County, Ohio",39029,100,103.24,105.32,107.18,109.03,112.11,112.15,110.6,107.82,106.44,103.43,99.34,95.1,99.2,101.09,104.37,106.5,112.01,115.04,121.77,125.58,0.20457018498367785
Columbus County,North Carolina,"Columbus County, North Carolina",37047,100,102.87,104.04,105.42,108.63,115.56,129.17,131.77,133.96,129.14,124.33,118.93,115.19,113.39,112.53,111.65,119.63,110.97,119.34,120.01,127.54,0.06647116324535673
Colusa County,California,"Colusa County, California",6011,100,111.24,118.96,132.61,159.4,205.59,220.27,219.57,168.52,141.72,120.47,116.78,114.22,121.8,142.71,149.6,159.99,174.87,194.18,206.61,214.3,0.4477611940298507
Comal County,Texas,"Comal County, Texas",48091,100,104.15,107.98,110.22,114.88,121.09,130.34,140.4,142.61,142.21,140.01,138.81,142.44,146.74,154.82,165.43,173.3,183.93,193.25,204.6,213.43,0.3215346854411576
Comanche County,Oklahoma,"Comanche County, Oklahoma",40031,100,102.53,105.87,107.58,114.13,125.77,133.68,138.55,139.47,137.71,139.69,137.71,134.63,134.22,131.9,131.02,130.22,130.9,132.68,132.25,137.25,0.0026535253980286555
Concordia Parish,Louisiana,"Concordia Parish, Louisiana",22029,100,103.74,107.01,110.92,112.91,122.92,136.21,144.03,149.74,157.51,147.11,152.97,155.4,158.96,160.26,160.55,172.68,166.36,172.8,173.43,181.71,0.08217895919131424
Contra Costa County,California,"Contra Costa County, California",6013,100,114.94,125.17,135.05,155.93,195.64,210.76,195.18,148.71,127.15,122.03,114.25,115.55,130.98,152.29,162.66,178.96,193.0,206.62,210.34,213.57,0.3811806421958108
Converse County,Wyoming,"Converse County, Wyoming",56009,100,107.28,112.64,119.96,130.5,146.37,164.25,180.05,186.07,184.0,182.36,185.3,193.77,196.42,205.85,211.82,207.09,202.8,211.19,225.2,229.07,0.09400048579062426
Conway County,Arkansas,"Conway County, Arkansas",5029,100,100.15,103.97,102.68,104.93,109.58,117.94,123.91,127.21,123.54,122.0,118.13,116.6,121.17,118.28,123.29,122.14,121.07,126.96,137.29,134.08,0.16072032465336483
Cook County,Georgia,"Cook County, Georgia",13075,100,100.41,102.03,107.24,109.99,113.12,119.69,126.08,124.3,119.51,116.02,101.79,104.18,95.87,103.12,109.27,105.99,114.62,114.07,119.91,118.44,0.16282001551590364
Cook County,Minnesota,"Cook County, Minnesota",27031,100,118.54,128.05,138.54,153.74,166.89,173.88,190.68,188.0,180.65,175.69,168.45,165.84,165.21,172.85,164.18,166.37,178.56,175.11,180.59,187.16,0.044778709864043975
Cook County,Illinois,"Cook County, Illinois",17031,100,106.94,114.13,119.31,130.69,145.76,156.83,158.78,150.29,132.56,120.65,112.6,108.14,109.36,115.88,120.09,124.37,128.63,131.93,134.66,135.61,0.162064204349327
Cooke County,Texas,"Cooke County, Texas",48097,100,109.92,111.89,115.3,120.72,124.62,134.03,136.22,142.71,137.99,133.56,134.63,133.22,138.61,148.75,156.2,159.4,174.23,184.27,200.26,207.82,0.3462857142857143
