Region Name,State name,State and County,Region Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Price change % 2015-19
Hertford County,North Carolina,"Hertford County, North Carolina",37091,100,101.49,102.84,105.38,107.43,116.45,129.75,128.0,136.42,133.13,126.66,124.43,117.96,122.18,110.64,122.55,112.74,127.02,120.18,126.36,122.17,0.14208242950108452
Hickman County,Tennessee,"Hickman County, Tennessee",47081,100,104.39,103.61,106.13,108.42,113.11,122.45,123.52,123.83,126.15,115.16,116.45,112.4,113.69,112.93,127.78,130.25,139.16,157.79,161.27,170.9,0.4280527760559638
Hidalgo County,Texas,"Hidalgo County, Texas",48215,100,103.88,108.19,111.81,116.31,120.79,127.43,133.04,133.01,130.24,128.43,127.83,127.64,127.7,131.91,135.59,139.84,144.61,151.73,156.45,162.74,0.18603593359108483
Highland County,Ohio,"Highland County, Ohio",39071,100,107.36,107.75,108.73,111.42,117.31,119.11,120.49,116.29,114.16,105.82,99.22,98.28,100.87,103.58,107.61,109.36,113.58,119.13,124.39,131.43,0.20090751110252958
Highlands County,Florida,"Highlands County, Florida",12055,100,108.42,115.9,124.37,149.35,192.3,229.1,230.1,194.95,159.08,136.25,121.32,117.53,116.65,126.05,134.2,148.56,160.8,176.44,185.72,200.16,0.47338357794525976
Hill County,Montana,"Hill County, Montana",30041,100,105.15,107.94,108.88,117.37,127.72,146.42,151.9,158.73,158.2,159.48,158.39,166.19,173.14,181.11,184.06,193.93,205.24,208.39,221.1,228.46,0.22080503561371523
Hill County,Texas,"Hill County, Texas",48217,100,106.23,107.55,112.23,110.19,118.24,125.35,129.02,135.87,135.08,128.32,128.19,125.27,129.55,134.42,139.52,140.78,151.95,170.03,177.18,181.78,0.3181074244904034
Hillsborough County,Florida,"Hillsborough County, Florida",12057,100,108.77,116.27,123.65,139.38,170.1,202.91,202.53,174.22,145.26,131.56,124.59,123.61,132.77,146.43,157.24,171.7,188.48,203.74,215.92,228.62,0.4745612237929384
Hillsborough County,New Hampshire,"Hillsborough County, New Hampshire",33011,100,112.09,125.03,133.67,148.25,163.53,167.08,162.95,155.41,144.02,137.95,133.68,129.64,130.42,135.65,141.25,146.99,155.22,164.76,171.9,182.34,0.2672318466642094
Hillsdale County,Michigan,"Hillsdale County, Michigan",26059,100,102.27,104.24,105.68,110.52,115.0,113.61,113.45,108.87,102.83,95.52,90.86,88.63,91.21,93.7,98.32,104.54,110.68,117.9,120.97,128.88,0.29103521878335115
Hinds County,Mississippi,"Hinds County, Mississippi",28049,100,104.29,106.44,108.11,111.49,118.83,125.94,130.46,128.46,126.36,122.84,120.72,119.12,118.87,118.56,120.06,123.08,123.86,123.95,127.14,129.98,0.07236842105263164
Hocking County,Ohio,"Hocking County, Ohio",39073,100,103.05,107.82,111.42,114.52,119.3,125.32,123.95,121.29,120.5,117.22,114.9,114.13,109.67,117.34,118.54,124.96,130.23,138.75,142.27,152.83,0.21245951934549168
Hockley County,Texas,"Hockley County, Texas",48219,100,106.28,110.44,110.43,114.42,120.96,136.29,142.88,151.74,151.18,152.81,151.11,156.29,163.01,168.4,173.86,180.2,185.14,193.26,208.99,217.35,0.24103325415676968
Hoke County,North Carolina,"Hoke County, North Carolina",37093,100,105.08,105.32,106.93,113.03,119.52,129.47,131.72,132.37,134.48,133.97,130.96,128.42,125.8,125.7,129.03,126.09,128.5,134.5,140.95,154.7,0.12132060461416061
Holmes County,Ohio,"Holmes County, Ohio",39075,100,102.71,104.52,107.87,113.15,117.77,124.78,121.81,120.94,116.11,110.75,110.28,109.26,111.73,117.3,121.68,125.19,138.11,137.03,137.38,147.68,0.1711849957374254
Holt County,Nebraska,"Holt County, Nebraska",31089,100,100.04,97.73,100.78,98.06,106.45,105.56,109.48,112.84,113.62,115.71,120.46,119.14,132.23,133.17,150.87,154.0,160.81,161.57,160.67,172.75,0.2065029661335136
Hood County,Texas,"Hood County, Texas",48221,100,104.7,106.84,110.97,114.25,121.67,127.65,136.66,141.46,139.92,135.13,133.4,134.36,133.9,134.59,142.39,148.31,163.75,177.06,186.2,195.68,0.38346088119473953
Hood River County,Oregon,"Hood River County, Oregon",41027,100,107.41,113.05,116.94,129.93,156.12,184.35,192.81,190.54,181.3,171.05,165.57,164.75,169.66,182.16,189.52,211.86,234.93,244.66,256.26,260.61,0.4067852437417654
Hopewell City,Virginia,"Hopewell City, Virginia",51670,100,108.22,110.79,117.39,119.34,139.7,158.86,170.23,166.06,162.64,152.71,134.52,129.56,131.53,125.03,126.43,126.5,130.63,139.23,151.31,165.27,0.21018955450691834
Hopkins County,Kentucky,"Hopkins County, Kentucky",21107,100,101.8,104.6,106.45,112.47,118.66,127.51,132.85,133.26,132.08,133.35,128.72,132.96,135.97,139.4,139.94,142.94,144.0,151.09,155.5,158.63,0.11549497847919654
Hopkins County,Texas,"Hopkins County, Texas",48223,100,101.18,105.14,109.21,114.05,122.67,121.88,129.04,128.87,130.94,129.9,131.9,132.95,133.32,140.38,144.8,157.37,164.58,172.46,190.43,196.22,0.3565322695540676
Horry County,South Carolina,"Horry County, South Carolina",45051,100,105.21,108.38,111.19,118.69,137.13,161.89,170.29,163.48,148.94,132.65,121.56,116.39,117.01,123.13,128.27,134.02,140.23,148.11,153.22,161.15,0.2443758629091204
Hot Spring County,Arkansas,"Hot Spring County, Arkansas",5059,100,104.06,107.7,110.14,114.09,120.63,127.86,135.46,135.64,132.72,128.94,128.72,128.38,125.57,130.85,131.24,135.25,139.99,139.94,143.3,148.44,0.09514711501719542
Hot Springs County,Wyoming,"Hot Springs County, Wyoming",56017,100,98.72,106.79,104.62,110.53,119.8,139.31,164.76,165.78,168.32,164.11,165.74,163.98,166.52,172.69,167.13,190.99,177.65,186.15,175.78,187.26,0.017893334877526312
Houghton County,Michigan,"Houghton County, Michigan",26061,100,104.86,107.3,109.34,114.1,120.55,127.6,130.99,131.97,133.27,133.74,133.39,132.87,131.44,132.9,132.85,133.68,137.29,147.25,150.48,153.48,0.13227990970654613
Houston County,Alabama,"Houston County, Alabama",1069,100,104.11,105.75,108.16,111.74,119.97,130.55,135.45,135.6,133.92,128.29,123.17,122.03,120.85,121.28,122.84,124.04,126.36,129.73,132.04,136.49,0.08872031662269131
Houston County,Georgia,"Houston County, Georgia",13153,100,103.7,106.39,107.87,112.77,116.63,122.58,126.49,124.43,121.65,117.71,113.09,110.97,110.12,109.27,111.3,112.29,116.76,122.89,127.07,132.94,0.16289924041365422
Houston County,Minnesota,"Houston County, Minnesota",27055,100,106.68,110.62,115.02,124.12,131.4,136.72,141.2,141.17,137.78,136.1,133.4,131.98,135.38,141.34,142.93,147.33,155.46,159.86,166.8,170.45,0.1801330125937457
Howard County,Arkansas,"Howard County, Arkansas",5061,100,101.91,100.39,102.38,108.51,110.59,114.26,120.0,123.8,120.49,113.52,111.51,109.9,113.16,121.84,123.8,117.66,115.01,121.0,124.78,124.33,0.024130006565988182
Howard County,Maryland,"Howard County, Maryland",24027,100,108.48,120.62,130.43,154.56,188.6,206.83,206.17,196.04,180.44,175.47,171.05,170.24,174.54,179.79,181.07,184.5,188.75,192.32,195.67,199.47,0.0883252683686524
Howard County,Indiana,"Howard County, Indiana",18067,100,103.31,104.51,105.59,107.17,108.2,106.12,103.39,98.71,96.83,90.31,89.46,87.95,90.4,93.49,95.09,98.81,103.28,109.17,114.56,119.56,0.22537169750775488
Howard County,Iowa,"Howard County, Iowa",19089,100,110.44,111.3,113.45,116.4,126.33,136.5,130.81,140.85,137.25,134.11,134.79,139.48,144.68,145.97,150.23,150.79,157.73,164.86,169.83,181.0,0.16345824484483118
Howard County,Missouri,"Howard County, Missouri",29089,100,102.43,103.65,102.43,115.04,118.62,129.57,130.28,130.78,129.3,123.06,123.92,126.12,127.89,138.05,128.31,144.5,143.41,150.16,158.16,158.43,0.1456718580224554
Howard County,Nebraska,"Howard County, Nebraska",31093,100,102.88,101.62,103.32,109.85,111.52,119.8,120.55,126.79,117.4,119.56,116.48,124.23,128.6,131.85,136.79,142.98,144.94,154.22,161.25,165.91,0.22298065984072823
Howard County,Texas,"Howard County, Texas",48227,100,108.97,108.67,109.8,112.16,116.49,133.24,146.57,155.74,163.87,159.03,158.86,171.04,171.29,194.01,209.5,206.67,208.81,225.35,249.59,264.02,0.28648007834647715
Howell County,Missouri,"Howell County, Missouri",29091,100,104.6,107.83,109.78,114.69,120.38,129.89,134.95,134.43,134.91,131.06,128.54,129.24,128.91,128.65,129.71,132.92,134.07,138.58,140.09,149.33,0.08892343567819672
Hubbard County,Minnesota,"Hubbard County, Minnesota",27057,100,106.34,111.11,117.4,126.43,142.53,150.05,153.62,152.57,147.15,140.37,138.15,133.62,133.87,134.53,137.2,143.14,143.7,153.08,157.34,163.04,0.16955325949602318
Hudson County,New Jersey,"Hudson County, New Jersey",34017,100,111.26,124.55,137.21,158.76,187.58,214.13,217.47,209.32,179.84,168.61,162.2,154.69,159.1,165.99,176.51,192.15,207.43,225.19,234.98,246.18,0.4156274474365924
Huerfano County,Colorado,"Huerfano County, Colorado",8055,100,106.18,109.4,110.03,113.9,113.82,124.47,125.45,133.22,135.03,118.73,116.27,120.59,119.46,121.23,127.06,122.41,142.69,153.19,163.24,167.82,0.34653138662047356
Hughes County,South Dakota,"Hughes County, South Dakota",46065,100,106.41,109.99,112.76,118.39,125.85,134.46,137.51,140.75,143.32,142.54,143.41,147.45,151.87,154.79,163.69,169.81,173.53,177.51,180.15,186.48,0.16383487305381483
Humboldt County,California,"Humboldt County, California",6023,100,109.38,123.86,142.25,172.91,210.63,225.37,224.03,210.99,194.25,179.28,168.07,162.36,165.52,172.85,179.87,191.31,207.16,215.47,222.19,234.25,0.2854498119757014
Humboldt County,Nevada,"Humboldt County, Nevada",32013,100,103.88,100.21,107.28,116.18,130.56,150.14,168.51,169.43,160.26,160.52,161.16,168.17,179.58,176.8,175.78,175.25,182.67,191.65,201.94,213.66,0.14219457013574655
Humboldt County,Iowa,"Humboldt County, Iowa",19091,100,102.15,105.0,103.53,105.33,108.42,112.24,113.98,115.54,118.24,113.9,114.31,116.43,119.53,120.0,129.13,129.45,142.39,145.25,149.76,148.36,0.248
Humphreys County,Tennessee,"Humphreys County, Tennessee",47085,100,106.22,107.36,112.23,112.49,123.15,127.21,132.98,132.7,132.74,127.03,126.14,123.68,126.51,127.93,136.41,141.8,149.27,152.72,162.45,170.3,0.2698350660517468
Hunt County,Texas,"Hunt County, Texas",48231,100,103.66,106.36,109.86,113.43,118.48,120.87,124.94,121.73,121.53,120.04,119.2,116.25,120.59,129.95,136.27,148.69,162.2,178.05,185.77,195.25,0.42954982685648346
Hunterdon County,New Jersey,"Hunterdon County, New Jersey",34019,100,108.01,117.4,122.95,137.54,156.24,166.21,163.58,155.1,143.64,137.74,132.86,128.29,128.25,131.09,132.13,135.25,136.1,138.71,141.1,144.7,0.07635975284155916
Huntingdon County,Pennsylvania,"Huntingdon County, Pennsylvania",42061,100,100.52,100.97,108.12,108.01,117.61,131.94,132.1,132.33,134.97,133.69,129.88,136.87,133.97,137.0,141.97,138.58,144.03,148.54,152.0,158.37,0.10948905109489049
Huntington County,Indiana,"Huntington County, Indiana",18069,100,102.38,103.22,104.06,105.55,108.04,109.05,108.09,108.38,105.85,105.99,103.47,103.49,105.43,106.9,110.52,113.05,117.53,123.29,126.42,132.28,0.18260056127221702
Huron County,Michigan,"Huron County, Michigan",26063,100,102.89,105.7,107.47,112.49,117.32,115.56,113.46,109.83,105.22,98.61,93.18,92.26,91.5,91.5,96.39,102.04,104.54,110.87,117.66,118.81,0.28590163934426216
Huron County,Ohio,"Huron County, Ohio",39077,100,104.81,108.46,109.59,112.83,113.62,114.3,114.22,108.35,107.82,103.63,100.02,98.49,97.97,101.32,102.41,106.47,108.71,111.68,115.68,121.28,0.14172917489143333
Hutchinson County,Texas,"Hutchinson County, Texas",48233,100,100.97,104.27,102.23,100.93,108.76,117.71,128.74,135.14,139.51,139.59,137.55,144.78,143.67,146.35,153.0,155.44,160.88,164.16,168.46,172.9,0.15107618722241223
Iberia Parish,Louisiana,"Iberia Parish, Louisiana",22045,100,104.04,106.66,110.59,115.15,120.8,132.19,137.13,142.91,140.89,138.35,138.17,136.33,139.06,140.97,145.34,144.52,143.12,144.68,147.23,149.92,0.04440661133574508
Iberville Parish,Louisiana,"Iberville Parish, Louisiana",22047,100,101.73,103.72,105.27,110.28,114.89,126.68,135.15,134.79,137.9,138.27,135.66,135.77,137.46,143.13,143.94,146.0,144.97,152.1,155.15,157.14,0.08397959896597507
Ida County,Iowa,"Ida County, Iowa",19093,100,104.12,108.03,110.2,117.79,106.59,111.23,117.48,125.19,124.3,128.34,124.44,127.87,139.08,130.55,141.88,147.88,158.09,159.25,160.27,167.3,0.22765224052087318
Idaho County,Idaho,"Idaho County, Idaho",16049,100,105.37,108.54,109.02,112.52,124.17,143.08,165.11,165.01,161.57,149.39,137.65,142.65,137.4,143.71,153.16,147.93,162.92,171.34,182.38,200.08,0.2690835710806485
Imperial County,California,"Imperial County, California",6025,100,108.2,114.32,123.56,144.73,188.02,213.11,205.2,157.64,112.1,106.46,108.26,107.53,117.58,134.71,145.69,157.13,167.32,177.09,182.21,191.11,0.3526093088857545
Independence County,Arkansas,"Independence County, Arkansas",5063,100,107.11,109.41,109.81,113.67,120.97,126.24,131.69,130.23,129.97,127.84,129.69,129.88,132.31,134.01,132.04,135.79,140.12,139.61,142.94,146.06,0.06663681814789957
Indian River County,Florida,"Indian River County, Florida",12061,100,109.93,118.99,127.25,151.85,196.66,216.13,196.12,161.6,137.02,122.39,112.18,111.82,115.7,127.65,141.61,158.43,176.48,191.88,199.17,211.04,0.5602820211515862
Indiana County,Pennsylvania,"Indiana County, Pennsylvania",42063,100,105.19,107.97,109.82,115.0,121.49,127.51,135.36,134.11,133.42,133.52,133.35,133.88,134.88,135.77,139.88,140.19,135.72,138.98,145.94,149.08,0.07490609118361924
Ingham County,Michigan,"Ingham County, Michigan",26065,100,105.47,110.24,114.05,119.39,125.2,124.84,119.44,111.31,99.82,92.78,88.49,86.58,87.87,93.62,98.24,102.82,109.19,116.94,122.63,126.49,0.30986968596453734
Inyo County,California,"Inyo County, California",6027,100,108.97,122.51,136.65,167.47,189.41,217.32,220.66,198.62,170.24,162.71,148.22,147.68,153.08,164.08,165.25,169.08,181.23,191.86,198.85,203.91,0.21190882496343244
Ionia County,Michigan,"Ionia County, Michigan",26067,100,107.27,110.34,112.63,118.29,122.53,123.06,118.72,109.66,102.78,96.07,92.56,92.44,92.96,98.06,104.99,112.39,119.86,128.84,136.4,143.86,0.39098511115643486
Iosco County,Michigan,"Iosco County, Michigan",26069,100,104.45,108.13,110.33,117.11,121.97,125.34,123.09,119.61,108.48,100.48,94.89,93.33,92.56,96.06,99.49,100.11,107.66,112.1,120.12,122.42,0.25046845721424105
Iowa County,Iowa,"Iowa County, Iowa",19095,100,106.24,108.78,111.61,117.04,122.31,123.71,127.28,127.13,128.35,126.01,126.9,126.02,130.01,132.76,134.38,139.63,142.45,148.68,152.7,160.15,0.15019584212112091
Iowa County,Wisconsin,"Iowa County, Wisconsin",55049,100,103.46,107.46,109.57,115.89,126.1,133.27,136.69,134.34,129.98,126.37,123.35,122.93,123.02,123.89,125.9,132.26,137.85,147.96,153.38,158.1,0.23803373960771657
Iredell County,North Carolina,"Iredell County, North Carolina",37097,100,104.49,106.66,107.91,110.9,115.46,125.2,133.25,135.56,130.72,119.91,115.12,111.85,113.86,117.5,122.52,126.99,132.12,139.53,145.67,151.86,0.2397446808510637
Iron County,Michigan,"Iron County, Michigan",26071,100,107.2,107.73,111.83,122.43,129.19,132.02,135.31,137.85,134.45,130.41,122.48,121.82,120.63,124.37,118.92,121.68,126.48,123.11,131.71,129.02,0.05901744793760555
Iron County,Utah,"Iron County, Utah",49021,100,105.08,106.25,109.24,119.63,150.83,178.96,183.9,173.52,152.5,126.53,112.94,111.31,116.86,127.05,137.69,146.51,159.98,173.7,183.92,195.92,0.4476190476190476
Iroquois County,Illinois,"Iroquois County, Illinois",17075,100,102.83,104.76,106.44,112.02,115.57,123.47,127.98,129.11,125.34,121.65,118.96,114.8,113.6,112.76,114.67,117.48,112.43,120.05,123.83,129.41,0.09817311103228099
Irwin County,Georgia,"Irwin County, Georgia",13155,100,99.87,102.16,106.36,105.95,115.48,124.14,127.7,119.06,123.8,121.32,123.34,113.76,112.52,117.61,114.19,128.68,119.73,135.24,140.97,145.71,0.19862256610832407
Isabella County,Michigan,"Isabella County, Michigan",26073,100,103.65,106.3,109.36,117.45,125.14,126.66,123.32,121.42,117.18,106.52,109.11,108.13,107.98,112.21,112.59,114.64,119.22,123.68,130.24,135.27,0.1606808662329562
Isanti County,Minnesota,"Isanti County, Minnesota",27059,100,110.22,119.49,126.07,138.62,151.57,157.28,153.35,137.14,122.59,110.37,102.98,98.57,102.7,111.78,119.71,128.05,136.58,147.72,154.75,159.69,0.38441581678296655
Island County,Washington,"Island County, Washington",53029,100,106.35,110.71,113.63,124.45,149.67,174.26,184.38,181.75,167.49,155.28,142.28,137.27,139.43,143.89,152.96,168.94,184.81,201.32,210.47,222.3,0.46271457363263613
Isle of Wight County,Virginia,"Isle of Wight County, Virginia",51093,100,104.17,111.13,116.64,133.55,163.09,182.73,189.2,186.34,176.72,170.08,162.34,157.1,155.61,157.36,158.17,159.25,167.05,171.58,175.51,180.32,0.11534062023385849
Itasca County,Minnesota,"Itasca County, Minnesota",27061,100,107.63,113.85,118.23,126.82,140.07,151.71,157.79,156.49,153.93,146.88,143.94,142.76,143.74,142.36,143.82,145.27,146.98,151.32,154.08,160.66,0.08232649620679955
Itawamba County,Mississippi,"Itawamba County, Mississippi",28057,100,103.77,106.12,107.16,112.66,112.58,123.26,123.6,127.82,128.17,120.78,125.6,122.02,127.4,126.0,125.55,131.53,133.85,142.01,143.93,149.87,0.14230158730158737
Jackson County,Florida,"Jackson County, Florida",12063,100,105.14,110.68,114.58,126.43,149.06,169.61,177.45,173.56,164.73,153.89,145.52,136.44,127.39,131.04,131.93,139.64,145.31,153.06,159.51,170.46,0.21726190476190466
Jackson County,Alabama,"Jackson County, Alabama",1071,100,105.23,107.45,110.57,114.53,120.34,131.07,134.68,134.37,136.78,132.55,133.03,130.61,132.93,130.85,131.75,132.59,139.03,142.14,146.41,151.15,0.11891478792510513
Jackson Parish,Louisiana,"Jackson Parish, Louisiana",22049,100,101.56,107.61,111.87,110.63,117.07,127.03,133.16,135.46,138.01,138.35,136.39,143.61,144.7,148.97,155.65,158.55,168.08,171.41,169.18,173.88,0.13566489897294765
Jackson County,Missouri,"Jackson County, Missouri",29095,100,106.23,111.55,114.66,120.03,125.93,129.05,128.84,124.64,120.5,117.13,111.28,109.44,110.53,114.06,119.64,127.26,136.48,147.29,155.67,165.52,0.36480799579168854
Jackson County,Mississippi,"Jackson County, Mississippi",28059,100,103.97,105.19,107.62,112.16,121.4,142.23,151.88,150.62,143.37,131.58,118.6,119.56,117.48,120.55,125.41,127.22,130.9,136.04,140.79,147.48,0.16789713811696383
Jackson County,Ohio,"Jackson County, Ohio",39079,100,103.78,107.04,108.59,115.2,119.24,123.29,123.41,121.2,122.1,117.49,112.36,113.68,115.66,115.19,128.08,123.49,130.22,133.32,145.19,142.93,0.26043927424255586
Jackson County,Illinois,"Jackson County, Illinois",17077,100,103.01,104.83,108.05,112.2,120.91,125.67,128.06,128.91,125.57,127.46,127.31,127.47,126.64,124.74,122.87,126.72,122.07,128.0,123.99,126.19,-0.006012506012506025
Jackson County,West Virginia,"Jackson County, West Virginia",54035,100,104.07,104.54,107.12,107.94,113.98,113.21,119.85,116.73,116.76,115.33,111.65,115.25,118.27,119.08,121.36,124.4,123.78,127.69,131.45,133.41,0.10387974470943906
Jackson County,Iowa,"Jackson County, Iowa",19097,100,106.41,110.2,111.58,117.34,126.06,125.37,133.56,137.51,133.05,135.37,136.82,136.02,139.08,141.18,145.02,147.6,152.62,161.65,164.88,171.13,0.1678708032299192
Jackson County,Indiana,"Jackson County, Indiana",18071,100,102.71,103.42,106.03,109.64,112.42,115.41,116.96,118.03,116.79,113.55,114.02,115.82,114.52,115.13,120.66,124.97,126.19,131.04,140.79,145.94,0.222878485190654
Jackson County,Michigan,"Jackson County, Michigan",26075,100,104.63,107.99,110.0,114.93,118.29,117.74,111.94,106.1,96.15,87.69,82.51,80.64,83.15,88.95,94.09,97.51,105.17,111.61,117.81,121.89,0.3244519392917369
Jackson County,Tennessee,"Jackson County, Tennessee",47087,100,104.47,101.42,102.89,107.56,116.4,121.12,131.9,131.36,129.36,120.26,127.28,121.58,122.65,126.13,126.18,131.73,134.07,149.91,157.81,160.48,0.2511694283675574
Jackson County,North Carolina,"Jackson County, North Carolina",37099,100,104.72,107.93,113.39,119.17,131.59,146.11,154.8,159.22,154.32,143.71,138.72,129.2,128.51,130.84,130.28,127.89,132.67,141.48,146.39,155.66,0.11884744726383345
Jackson County,Kansas,"Jackson County, Kansas",20085,100,104.16,106.47,108.46,111.03,119.13,127.34,128.94,129.61,127.56,127.5,125.39,124.99,127.46,129.55,133.35,135.78,144.02,141.91,144.88,149.99,0.11833269008104974
Jackson County,Oklahoma,"Jackson County, Oklahoma",40065,100,102.18,102.2,106.38,109.45,111.53,127.18,129.89,137.91,139.42,137.37,137.84,135.39,134.95,136.75,141.62,142.03,133.72,143.71,147.48,150.91,0.07846435100548432
Jackson County,Wisconsin,"Jackson County, Wisconsin",55053,100,104.57,108.58,109.86,120.69,130.63,135.48,141.34,139.78,138.67,132.75,132.66,132.02,133.17,128.64,134.22,138.73,146.6,157.2,161.49,162.62,0.2553638059701495
Jackson County,Minnesota,"Jackson County, Minnesota",27063,100,109.09,113.63,119.73,128.63,130.7,141.96,144.12,143.43,142.16,141.03,140.55,141.03,144.66,150.85,150.29,166.19,173.8,168.36,169.93,174.83,0.12648326151806444
Jackson County,Georgia,"Jackson County, Georgia",13157,100,106.89,108.89,111.84,115.57,121.37,126.67,131.19,127.02,119.5,103.53,94.68,90.16,92.44,103.31,111.22,117.29,125.29,135.12,142.88,148.48,0.38302197270351357
Jackson County,Oregon,"Jackson County, Oregon",41029,100,107.78,114.47,122.23,144.74,179.66,198.68,193.11,174.26,150.21,132.42,120.34,117.3,126.49,141.2,149.49,162.5,175.83,188.34,195.59,203.12,0.38519830028328617
Jackson County,Arkansas,"Jackson County, Arkansas",5067,100,95.74,99.13,101.29,100.09,105.45,109.35,113.62,116.53,117.46,114.18,113.28,116.45,114.7,116.28,114.26,117.05,122.49,121.28,128.7,130.77,0.10681114551083581
James City County,Virginia,"James City County, Virginia",51095,100,104.79,109.87,115.19,130.8,158.62,177.59,186.52,184.07,171.47,164.22,154.85,150.11,153.15,155.84,160.25,164.59,166.53,169.13,171.91,178.68,0.10311858316221767
Jasper County,Indiana,"Jasper County, Indiana",18073,100,103.02,102.91,105.25,107.35,111.71,119.86,123.45,121.83,117.66,113.44,112.07,111.27,113.88,115.63,119.43,120.59,124.96,131.21,137.27,140.58,0.1871486638415638
Jasper County,Iowa,"Jasper County, Iowa",19099,100,104.48,108.09,110.45,114.64,117.88,117.36,117.0,117.21,117.18,113.63,111.7,110.49,111.02,114.07,115.48,117.96,126.82,131.38,137.01,138.71,0.2011045849040063
Jasper County,Texas,"Jasper County, Texas",48241,100,101.19,100.16,103.97,107.14,109.61,120.07,127.35,135.4,132.82,128.59,128.87,133.14,125.75,129.77,128.05,129.25,136.25,145.44,149.06,154.92,0.1486476073052323
Jasper County,Missouri,"Jasper County, Missouri",29097,100,106.74,109.77,112.82,116.1,120.48,124.67,125.83,126.12,124.83,122.58,123.94,127.32,126.42,127.48,129.52,132.75,133.48,140.09,144.44,151.07,0.13304047693755883
Jasper County,Georgia,"Jasper County, Georgia",13159,100,107.84,111.57,113.4,121.8,130.53,134.01,137.08,138.69,131.44,112.86,104.02,92.57,98.88,100.05,111.67,117.51,121.5,140.34,147.93,154.68,0.47856071964018
Jay County,Indiana,"Jay County, Indiana",18075,100,100.29,102.24,101.78,105.62,105.48,108.49,111.27,112.41,105.98,102.72,101.83,103.12,101.74,103.11,105.85,108.39,122.51,119.79,123.72,134.48,0.19988361943555422
Jeff Davis County,Georgia,"Jeff Davis County, Georgia",13161,100,106.4,103.68,111.57,111.05,117.74,130.03,130.59,129.96,131.21,122.24,116.33,108.22,107.91,117.41,109.57,138.72,113.63,130.36,132.98,136.76,0.13261221361042486
Jefferson County,Tennessee,"Jefferson County, Tennessee",47089,100,104.04,105.89,109.27,112.98,122.49,134.79,140.69,140.64,137.07,126.75,124.94,125.08,123.3,124.14,128.36,131.79,134.24,143.55,153.29,162.51,0.23481553085226348
Jefferson County,Kansas,"Jefferson County, Kansas",20087,100,104.21,109.03,111.68,118.8,124.58,127.73,130.36,131.16,128.65,123.06,123.4,119.87,118.88,121.34,127.04,131.14,136.48,142.31,149.63,155.83,0.233146530410417
Jefferson County,Washington,"Jefferson County, Washington",53031,100,106.17,111.41,116.8,129.72,155.46,180.32,190.38,188.92,173.86,160.34,149.45,140.46,142.75,148.99,157.96,175.14,189.85,207.38,220.03,231.81,0.4768105241962548
Jefferson County,Oregon,"Jefferson County, Oregon",41031,100,103.3,105.94,109.7,114.27,129.67,163.37,175.31,158.56,135.88,113.93,102.76,102.22,105.78,112.08,127.0,146.34,162.29,181.32,196.5,205.12,0.7532119914346895
Jefferson County,West Virginia,"Jefferson County, West Virginia",54037,100,106.47,116.11,122.77,145.1,172.47,190.74,183.28,162.64,140.15,126.88,123.75,120.79,125.5,134.08,137.93,139.2,142.04,152.9,157.25,163.76,0.1728072792362767
Jefferson County,Idaho,"Jefferson County, Idaho",16051,100,105.67,107.18,108.97,117.19,127.62,141.48,153.85,157.45,148.64,138.09,133.49,129.06,131.38,134.93,140.98,151.88,165.88,181.29,201.46,217.92,0.49307048099014295
Jefferson County,Arkansas,"Jefferson County, Arkansas",5069,100,103.56,105.55,108.34,112.73,119.66,125.46,128.32,131.05,128.22,128.6,121.74,121.69,119.58,122.45,121.56,123.08,128.02,126.03,132.64,136.66,0.08321763985300112
Jefferson County,Colorado,"Jefferson County, Colorado",8059,100,108.38,113.63,114.47,117.98,122.1,124.12,122.74,121.15,119.64,117.21,114.41,115.87,123.58,136.97,151.39,168.42,184.27,199.02,207.26,214.65,0.5131780681901146
Jefferson County,Texas,"Jefferson County, Texas",48245,100,104.4,108.16,111.47,116.19,120.36,129.81,141.24,144.78,145.78,143.03,139.56,138.62,138.73,140.99,146.45,153.22,159.03,167.57,175.65,181.81,0.2458330378040996
Jefferson County,New York,"Jefferson County, New York",36045,100,102.97,107.39,112.01,120.58,140.48,159.17,169.83,173.06,173.44,179.94,175.73,182.29,182.83,178.41,185.26,179.79,175.4,186.2,189.34,197.4,0.061263382097416
Jefferson County,Georgia,"Jefferson County, Georgia",13163,100,102.8,107.5,106.94,117.3,119.93,135.21,127.17,127.43,132.65,123.26,122.41,112.26,112.75,112.2,128.91,125.54,128.39,128.9,141.14,145.98,0.25793226381461665
Jefferson County,Alabama,"Jefferson County, Alabama",1073,100,104.45,107.61,110.55,116.34,124.55,132.16,134.76,135.42,131.22,123.58,119.03,117.52,117.45,120.74,125.85,130.75,136.33,144.17,150.43,156.07,0.24590028159681965
Jefferson County,Iowa,"Jefferson County, Iowa",19101,100,102.99,106.68,104.98,106.67,109.36,110.15,115.12,119.4,119.14,121.23,122.02,123.66,127.76,133.15,140.21,138.83,145.11,146.31,151.54,151.07,0.1381149079984978
Jefferson Parish,Louisiana,"Jefferson Parish, Louisiana",22051,100,105.04,108.63,113.23,121.07,130.47,142.96,147.65,142.63,137.46,132.81,130.01,130.42,131.72,132.92,138.45,145.94,150.59,155.65,162.19,168.14,0.2202076436954561
