Current_Residence_State,Current_Residence_County,Current_Residence_County_Population_1_Year_and_Over,Current_Residence_County_Nonmovers,Current_Residence_Movers_within_United_States,Current_Residence_Movers_within_Same_County,Current_Residence_Movers_from_Different_County_Same_State,Current_Residence_Movers_from_Different_State,Current_Residence_Movers_from_Abroad,Previous_Residence_State/U.S._Island_Area/Foreign_Region,Previous_Residence_County,Previous_Residence_County_Population_1_Year_and_Over,Previous_Residence_County_Nonmovers,Previous_Residence_Movers_within_United_States_or_Puerto_Rico,Previous_Residence_Movers_within_Same_County,Previous_Residence_Movers_within_Different_County_Same_State,Previous_Residence_Movers_within_Different_State,Previous_Residence_Movers_to_Puerto_Rico,Movers_in_County_to_County_Flow,Current_Residence_County_State,Previous_Residence_County_State
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Tennessee,Sumner County,178339,156172,22167,12148,6807,3212,,17,"Calhoun County, Alabama","Sumner County, Tennessee"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Texas,Bexar County,1909872,1606174,303551,217134,48790,37627,147,47,"Calhoun County, Alabama","Bexar County, Texas"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Texas,Harris County,4537725,3848341,689176,507243,116720,65213,208,13,"Calhoun County, Alabama","Harris County, Texas"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Texas,Montgomery County,553464,483147,70317,39943,23260,7114,,5,"Calhoun County, Alabama","Montgomery County, Texas"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Texas,Smith County,221720,195995,25725,14368,8953,2404,,9,"Calhoun County, Alabama","Smith County, Texas"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Vermont,Franklin County,48868,43826,5042,2910,1319,813,,26,"Calhoun County, Alabama","Franklin County, Vermont"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Virginia,King George County,25676,22225,3451,1179,1420,852,,2,"Calhoun County, Alabama","King George County, Virginia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Virginia,Prince George County,38393,31543,6850,766,2203,3881,,20,"Calhoun County, Alabama","Prince George County, Virginia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Virginia,Scott County,21678,19772,1906,923,527,456,,36,"Calhoun County, Alabama","Scott County, Virginia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Virginia,Lynchburg city,76107,62527,13580,7010,4473,2097,,5,"Calhoun County, Alabama","Lynchburg city, Virginia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Virginia,Staunton city,22818,19577,3241,1394,1467,380,,17,"Calhoun County, Alabama","Staunton city, Virginia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Virginia,Virginia Beach city,442815,365430,77191,40502,17333,19356,194,8,"Calhoun County, Alabama","Virginia Beach city, Virginia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Washington,Thurston County,271273,223686,47587,26952,9767,10868,,18,"Calhoun County, Alabama","Thurston County, Washington"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,West Virginia,Monongalia County,100097,81076,19021,11197,2489,5335,,10,"Calhoun County, Alabama","Monongalia County, West Virginia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Wisconsin,Milwaukee County,942829,787487,155165,111517,24226,19422,177,76,"Calhoun County, Alabama","Milwaukee County, Wisconsin"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Asia,-,,,,,,,,92,"Calhoun County, Alabama","-, Asia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Europe,-,,,,,,,,38,"Calhoun County, Alabama","-, Europe"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Alabama,Barbour County,25266,21406,3860,2325,1210,325,,81,"Chambers County, Alabama","Barbour County, Alabama"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Alabama,Butler County,19859,18346,1513,772,555,186,,80,"Chambers County, Alabama","Butler County, Alabama"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Alabama,Calhoun County,113102,94947,18088,11467,4162,2459,67,63,"Chambers County, Alabama","Calhoun County, Alabama"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Alabama,Cherokee County,25407,23219,2188,1188,714,286,,23,"Chambers County, Alabama","Cherokee County, Alabama"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Alabama,Covington County,36312,32660,3652,2481,768,403,,26,"Chambers County, Alabama","Covington County, Alabama"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Alabama,Cullman County,81656,73714,7942,5015,2223,704,,29,"Chambers County, Alabama","Cullman County, Alabama"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Alabama,Houston County,104899,91535,13364,7157,3767,2440,,14,"Chambers County, Alabama","Houston County, Alabama"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Alabama,Jefferson County,650812,547909,102903,71086,18532,13285,,38,"Chambers County, Alabama","Jefferson County, Alabama"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Alabama,Lee County,153728,128091,25637,14360,4949,6328,,224,"Chambers County, Alabama","Lee County, Alabama"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Alabama,Madison County,355157,298126,57019,37693,8736,10590,12,13,"Chambers County, Alabama","Madison County, Alabama"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Alabama,Mobile County,411234,358901,52333,37330,5941,9062,,22,"Chambers County, Alabama","Mobile County, Alabama"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Alabama,Montgomery County,220735,177968,42741,29974,6819,5948,26,23,"Chambers County, Alabama","Montgomery County, Alabama"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Alabama,Pike County,32360,27746,4614,2279,1654,681,,9,"Chambers County, Alabama","Pike County, Alabama"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Alabama,Randolph County,22310,20072,2238,1330,541,367,,50,"Chambers County, Alabama","Randolph County, Alabama"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Alabama,Russell County,55808,46872,8936,3938,1524,3474,,31,"Chambers County, Alabama","Russell County, Alabama"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Alabama,Tallapoosa County,40516,36101,4415,1860,1929,626,,21,"Chambers County, Alabama","Tallapoosa County, Alabama"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Alabama,Tuscaloosa County,197369,169020,28349,18668,5255,4426,,25,"Chambers County, Alabama","Tuscaloosa County, Alabama"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Arizona,Pinal County,408962,350449,58513,31531,16823,10159,,77,"Chambers County, Alabama","Pinal County, Arizona"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,California,Riverside County,2352300,2078463,273701,177399,60472,35830,136,36,"Chambers County, Alabama","Riverside County, California"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Colorado,El Paso County,672681,537900,134662,79826,12969,41867,119,30,"Chambers County, Alabama","El Paso County, Colorado"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Florida,Collier County,356094,308297,47797,30953,8646,8198,,20,"Chambers County, Alabama","Collier County, Florida"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Florida,Hillsborough County,1382753,1153667,228550,152369,43546,32635,536,15,"Chambers County, Alabama","Hillsborough County, Florida"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Florida,Manatee County,367861,321530,46296,28523,9575,8198,35,45,"Chambers County, Alabama","Manatee County, Florida"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Georgia,Carroll County,111732,94375,17357,10790,4362,2205,,11,"Chambers County, Alabama","Carroll County, Georgia"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Georgia,Fayette County,112522,98287,14235,4679,6287,3269,,3,"Chambers County, Alabama","Fayette County, Georgia"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Georgia,Forsyth County,221341,197210,24131,10300,9163,4668,,1,"Chambers County, Alabama","Forsyth County, Georgia"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Georgia,Heard County,11064,10205,859,441,369,49,,10,"Chambers County, Alabama","Heard County, Georgia"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Georgia,Troup County,67848,59228,8620,5614,1871,1135,,138,"Chambers County, Alabama","Troup County, Georgia"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Kansas,Johnson County,580018,493363,86655,51387,12214,23054,,6,"Chambers County, Alabama","Johnson County, Kansas"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Michigan,Wayne County,1741309,1513932,227318,158085,45957,23276,59,1,"Chambers County, Alabama","Wayne County, Michigan"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Mississippi,Wayne County,20073,18861,1212,334,284,594,,10,"Chambers County, Alabama","Wayne County, Mississippi"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,New York,New York County,1615259,1363403,250638,123061,62379,65198,1218,2,"Chambers County, Alabama","New York County, New York"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,North Carolina,Johnston County,193354,171398,21956,10833,8479,2644,,14,"Chambers County, Alabama","Johnston County, North Carolina"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Ohio,Tuscarawas County,90504,78276,12228,8269,2883,1076,,75,"Chambers County, Alabama","Tuscarawas County, Ohio"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Pennsylvania,Lancaster County,533746,468622,65005,43602,12228,9175,119,33,"Chambers County, Alabama","Lancaster County, Pennsylvania"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Pennsylvania,Mercer County,109392,96817,12575,7894,2972,1709,,28,"Chambers County, Alabama","Mercer County, Pennsylvania"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Tennessee,Montgomery County,195092,156440,38494,18084,4488,15922,158,9,"Chambers County, Alabama","Montgomery County, Tennessee"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Tennessee,Robertson County,69418,61157,8261,3613,2924,1724,,11,"Chambers County, Alabama","Robertson County, Tennessee"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Texas,Brazos County,210056,155290,54766,34113,15498,5155,,6,"Chambers County, Alabama","Brazos County, Texas"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Texas,Denton County,789998,671882,118078,65371,37905,14802,38,1,"Chambers County, Alabama","Denton County, Texas"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Virginia,James City County,73886,64021,9837,3149,4159,2529,28,21,"Chambers County, Alabama","James City County, Virginia"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Asia,-,,,,,,,,50,"Chambers County, Alabama","-, Asia"
Alabama,Chambers County,33346,29989,3274,1899,772,603,83,Europe,-,,,,,,,,33,"Chambers County, Alabama","-, Europe"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Alabama,Autauga County,57140,48066,9074,2976,4659,1439,,28,"Cherokee County, Alabama","Autauga County, Alabama"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Alabama,Barbour County,25266,21406,3860,2325,1210,325,,16,"Cherokee County, Alabama","Barbour County, Alabama"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Alabama,Bibb County,21960,19860,2100,784,1184,132,,6,"Cherokee County, Alabama","Bibb County, Alabama"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Alabama,Calhoun County,113102,94947,18088,11467,4162,2459,67,83,"Cherokee County, Alabama","Calhoun County, Alabama"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Alabama,Chambers County,33225,29989,3236,1899,643,694,,101,"Cherokee County, Alabama","Chambers County, Alabama"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Alabama,Choctaw County,12956,11507,1449,619,552,278,,15,"Cherokee County, Alabama","Choctaw County, Alabama"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Alabama,DeKalb County,69711,61475,8236,5608,1740,888,,471,"Cherokee County, Alabama","DeKalb County, Alabama"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Alabama,Etowah County,101090,87863,13227,9063,2435,1729,,60,"Cherokee County, Alabama","Etowah County, Alabama"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Alabama,Franklin County,31191,28609,2582,1412,828,342,,9,"Cherokee County, Alabama","Franklin County, Alabama"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Alabama,Lauderdale County,88588,75964,12624,8429,2602,1593,,6,"Cherokee County, Alabama","Lauderdale County, Alabama"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Alabama,Lee County,153728,128091,25637,14360,4949,6328,,5,"Cherokee County, Alabama","Lee County, Alabama"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Alabama,Madison County,355157,298126,57019,37693,8736,10590,12,1,"Cherokee County, Alabama","Madison County, Alabama"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Alabama,St. Clair County,87046,76746,10300,5410,4028,862,,3,"Cherokee County, Alabama","St. Clair County, Alabama"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Florida,Bay County,182650,142261,40342,23481,8389,8472,47,2,"Cherokee County, Alabama","Bay County, Florida"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Florida,Seminole County,450676,386487,63993,29559,23969,10465,196,4,"Cherokee County, Alabama","Seminole County, Florida"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Georgia,Bartow County,103874,88378,15496,8951,4741,1804,,16,"Cherokee County, Alabama","Bartow County, Georgia"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Georgia,Chattooga County,24880,21536,3344,2040,1011,293,,39,"Cherokee County, Alabama","Chattooga County, Georgia"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Georgia,Cherokee County,244656,214927,29729,13384,11237,5108,,28,"Cherokee County, Alabama","Cherokee County, Georgia"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Georgia,Cobb County,733810,622873,110937,58621,32948,19368,,38,"Cherokee County, Alabama","Cobb County, Georgia"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Georgia,Dade County,15401,13781,1620,651,262,707,,10,"Cherokee County, Alabama","Dade County, Georgia"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Georgia,Floyd County,96244,81890,14354,9463,3545,1346,,50,"Cherokee County, Alabama","Floyd County, Georgia"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Georgia,Paulding County,158228,141570,16658,5475,7901,3282,,30,"Cherokee County, Alabama","Paulding County, Georgia"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Georgia,Polk County,41096,36825,4271,2076,1913,282,,39,"Cherokee County, Alabama","Polk County, Georgia"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Indiana,Jasper County,33229,29253,3976,1784,1664,528,,3,"Cherokee County, Alabama","Jasper County, Indiana"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Iowa,Ringgold County,4932,4330,602,297,190,115,,14,"Cherokee County, Alabama","Ringgold County, Iowa"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Massachusetts,Suffolk County,781227,639585,140878,70754,41559,28565,764,7,"Cherokee County, Alabama","Suffolk County, Massachusetts"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Michigan,Tuscola County,52615,46608,6007,2892,2368,747,,9,"Cherokee County, Alabama","Tuscola County, Michigan"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,North Carolina,Alleghany County,11129,10031,1098,644,252,202,,47,"Cherokee County, Alabama","Alleghany County, North Carolina"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,North Carolina,Harnett County,128950,110070,18880,6938,6791,5151,,7,"Cherokee County, Alabama","Harnett County, North Carolina"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Ohio,Greene County,159063,135701,23362,10128,8769,4465,,35,"Cherokee County, Alabama","Greene County, Ohio"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Tennessee,Maury County,90250,78900,11350,5284,3975,2091,,30,"Cherokee County, Alabama","Maury County, Tennessee"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Wisconsin,Kenosha County,164897,141459,23438,14309,4511,4618,,16,"Cherokee County, Alabama","Kenosha County, Wisconsin"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Africa,-,,,,,,,,4,"Cherokee County, Alabama","-, Africa"
Alabama,Cherokee County,25646,23219,2416,1188,804,424,11,Asia,-,,,,,,,,7,"Cherokee County, Alabama","-, Asia"
Alabama,Chilton County,43674,39270,4340,2835,1304,201,64,Alabama,Autauga County,57140,48066,9074,2976,4659,1439,,55,"Chilton County, Alabama","Autauga County, Alabama"
Alabama,Chilton County,43674,39270,4340,2835,1304,201,64,Alabama,Baldwin County,207884,186155,21729,13004,3133,5592,,1,"Chilton County, Alabama","Baldwin County, Alabama"
Alabama,Chilton County,43674,39270,4340,2835,1304,201,64,Alabama,Bibb County,21960,19860,2100,784,1184,132,,139,"Chilton County, Alabama","Bibb County, Alabama"
Alabama,Chilton County,43674,39270,4340,2835,1304,201,64,Alabama,Calhoun County,113102,94947,18088,11467,4162,2459,67,128,"Chilton County, Alabama","Calhoun County, Alabama"
Alabama,Chilton County,43674,39270,4340,2835,1304,201,64,Alabama,Dallas County,39054,34106,4948,3123,1392,433,,21,"Chilton County, Alabama","Dallas County, Alabama"
Alabama,Chilton County,43674,39270,4340,2835,1304,201,64,Alabama,Elmore County,78802,68625,10177,4551,4515,1111,,142,"Chilton County, Alabama","Elmore County, Alabama"
Alabama,Chilton County,43674,39270,4340,2835,1304,201,64,Alabama,Franklin County,31191,28609,2582,1412,828,342,,7,"Chilton County, Alabama","Franklin County, Alabama"
Alabama,Chilton County,43674,39270,4340,2835,1304,201,64,Alabama,Jackson County,52038,48172,3866,1840,1501,525,,77,"Chilton County, Alabama","Jackson County, Alabama"
Alabama,Chilton County,43674,39270,4340,2835,1304,201,64,Alabama,Jefferson County,650812,547909,102903,71086,18532,13285,,196,"Chilton County, Alabama","Jefferson County, Alabama"
Alabama,Chilton County,43674,39270,4340,2835,1304,201,64,Alabama,Marshall County,94779,83310,11469,6142,3745,1582,,21,"Chilton County, Alabama","Marshall County, Alabama"
Alabama,Chilton County,43674,39270,4340,2835,1304,201,64,Alabama,Mobile County,411234,358901,52333,37330,5941,9062,,3,"Chilton County, Alabama","Mobile County, Alabama"
Alabama,Chilton County,43674,39270,4340,2835,1304,201,64,Alabama,Montgomery County,220735,177968,42741,29974,6819,5948,26,29,"Chilton County, Alabama","Montgomery County, Alabama"
