State,County,County and State,2015 Population,2019 Population,Net Migration 2015-19,% Change Due to Migration
Vermont,Essex County,"Essex County, Vermont",6193,6163,6.0,0.0009688357823348943
Vermont,Franklin County,"Franklin County, Vermont",48988,49402,-388.0,-0.007920307013962603
Vermont,Grand Isle County,"Grand Isle County, Vermont",6871,7235,-176.0,-0.025614903216416823
Vermont,Lamoille County,"Lamoille County, Vermont",25240,25362,-168.0,-0.006656101426307449
Vermont,Orange County,"Orange County, Vermont",28887,28892,-189.0,-0.006542735486551043
Vermont,Orleans County,"Orleans County, Vermont",27034,27037,-735.0,-0.027187985499741066
Vermont,Rutland County,"Rutland County, Vermont",59544,58191,-642.0,-0.010781942765014107
Vermont,Washington County,"Washington County, Vermont",58652,58409,-786.0,-0.013401077542112802
Vermont,Windham County,"Windham County, Vermont",43246,42222,-209.0,-0.00483281690792212
Vermont,Windsor County,"Windsor County, Vermont",55541,55062,-846.0,-0.015231990781584775
Virginia,Accomack County,"Accomack County, Virginia",32914,32316,-953.0,-0.02895424439448259
Virginia,Albemarle County,"Albemarle County, Virginia",105117,109330,2588.0,0.02462018512704891
Virginia,Alleghany County,"Alleghany County, Virginia",15425,14860,-356.0,-0.023079416531604537
Virginia,Amelia County,"Amelia County, Virginia",12784,13145,-326.0,-0.025500625782227785
Virginia,Amherst County,"Amherst County, Virginia",31836,31605,500.0,0.01570549063952758
Virginia,Appomattox County,"Appomattox County, Virginia",15492,15911,-120.0,-0.0077459333849728895
Virginia,Arlington County,"Arlington County, Virginia",228548,236842,-4513.0,-0.019746399005898106
Virginia,Augusta County,"Augusta County, Virginia",74292,75558,-33.0,-0.00044419318365369084
Virginia,Bath County,"Bath County, Virginia",4460,4147,155.0,0.034753363228699555
Virginia,Bedford County,"Bedford County, Virginia",77629,78997,887.0,0.011426142292184622
Virginia,Bland County,"Bland County, Virginia",6532,6280,269.0,0.041181873851806494
Virginia,Botetourt County,"Botetourt County, Virginia",33380,33419,-1532.0,-0.04589574595566207
Virginia,Brunswick County,"Brunswick County, Virginia",16845,16231,187.0,0.011101216978331848
Virginia,Buchanan County,"Buchanan County, Virginia",22752,21004,-76.0,-0.003340365682137834
Virginia,Buckingham County,"Buckingham County, Virginia",17017,17148,-225.0,-0.013222072045601458
Virginia,Campbell County,"Campbell County, Virginia",55356,54885,-579.0,-0.010459570778235422
Virginia,Caroline County,"Caroline County, Virginia",29900,30725,963.0,0.03220735785953177
Virginia,Carroll County,"Carroll County, Virginia",29870,29791,-735.0,-0.024606628724472716
Virginia,Charles City County,"Charles City County, Virginia",7046,6963,-134.0,-0.019017882486517174
Virginia,Charlotte County,"Charlotte County, Virginia",12179,11880,-42.0,-0.003448558994991379
Virginia,Chesterfield County,"Chesterfield County, Virginia",334915,352802,-346.0,-0.0010330979502261768
Virginia,Clarke County,"Clarke County, Virginia",14239,14619,-161.0,-0.011306973804340193
Virginia,Craig County,"Craig County, Virginia",5136,5131,22.0,0.004283489096573208
Virginia,Culpeper County,"Culpeper County, Virginia",49551,52605,1227.0,0.024762366047102986
Virginia,Cumberland County,"Cumberland County, Virginia",9756,9932,-306.0,-0.03136531365313653
Virginia,Dickenson County,"Dickenson County, Virginia",15201,14318,-305.0,-0.020064469442799816
Virginia,Dinwiddie County,"Dinwiddie County, Virginia",28148,28544,-105.0,-0.0037302827909620577
Virginia,Essex County,"Essex County, Virginia",11096,10953,-379.0,-0.03415645277577505
Virginia,Fairfax County,"Fairfax County, Virginia",1140401,1147532,-14988.0,-0.013142745402713606
Virginia,Fauquier County,"Fauquier County, Virginia",68423,71222,-76.0,-0.0011107376174678105
Virginia,Floyd County,"Floyd County, Virginia",15548,15749,-60.0,-0.0038590172369436584
Virginia,Fluvanna County,"Fluvanna County, Virginia",26133,27270,-89.0,-0.0034056556843837294
Virginia,Franklin County,"Franklin County, Virginia",56227,56042,533.0,0.009479431589805609
Virginia,Frederick County,"Frederick County, Virginia",83493,89313,1953.0,0.023391182494340843
Virginia,Giles County,"Giles County, Virginia",16762,16720,-608.0,-0.03627252117885694
Virginia,Gloucester County,"Gloucester County, Virginia",37010,37348,-505.0,-0.013644960821399621
Virginia,Goochland County,"Goochland County, Virginia",22165,23753,825.0,0.03722084367245657
Virginia,Grayson County,"Grayson County, Virginia",15959,15550,-374.0,-0.023435052321574033
Virginia,Greene County,"Greene County, Virginia",19183,19819,-188.0,-0.009800344054631704
Virginia,Greensville County,"Greensville County, Virginia",11786,11336,634.0,0.0537926353300526
Virginia,Halifax County,"Halifax County, Virginia",35103,33911,63.0,0.0017947184001367404
Virginia,Hanover County,"Hanover County, Virginia",103071,107766,797.0,0.007732533884409776
Virginia,Henrico County,"Henrico County, Virginia",324375,330818,1144.0,0.003526782273603083
Virginia,Henry County,"Henry County, Virginia",51940,50557,-130.0,-0.0025028879476318828
Virginia,Highland County,"Highland County, Virginia",2196,2190,10.0,0.004553734061930784
Virginia,Isle of Wight County,"Isle of Wight County, Virginia",36159,37109,-570.0,-0.015763710279598442
Virginia,James City County,"James City County, Virginia",72819,76523,-8.0,-0.00010986143726225299
Virginia,King and Queen County,"King and Queen County, Virginia",7085,7025,13.0,0.001834862385321101
Virginia,King George County,"King George County, Virginia",25414,26836,164.0,0.00645313606673487
Virginia,King William County,"King William County, Virginia",16282,17148,-314.0,-0.01928510011055153
Virginia,Lancaster County,"Lancaster County, Virginia",10825,10603,-568.0,-0.05247113163972286
Virginia,Lee County,"Lee County, Virginia",24595,23423,-126.0,-0.0051229924781459645
Virginia,Loudoun County,"Loudoun County, Virginia",374014,413538,-1463.0,-0.0039116182816686
Virginia,Louisa County,"Louisa County, Virginia",34611,37591,-92.0,-0.0026581144722775995
Virginia,Lunenburg County,"Lunenburg County, Virginia",12348,12196,-268.0,-0.021703919663103338
Virginia,Madison County,"Madison County, Virginia",13047,13261,-420.0,-0.032191308346746376
Virginia,Mathews County,"Mathews County, Virginia",8834,8834,217.0,0.02456418383518225
Virginia,Mecklenburg County,"Mecklenburg County, Virginia",30922,30587,-183.0,-0.005918116551322683
Virginia,Middlesex County,"Middlesex County, Virginia",10686,10582,366.0,0.03425042111173498
Virginia,Montgomery County,"Montgomery County, Virginia",97317,98535,2005.0,0.02060277238303688
Virginia,Nelson County,"Nelson County, Virginia",14760,14930,28.0,0.001897018970189702
Virginia,New Kent County,"New Kent County, Virginia",20377,23091,1175.0,0.057663051479609366
Virginia,Northampton County,"Northampton County, Virginia",12080,11710,-98.0,-0.008112582781456953
Virginia,Northumberland County,"Northumberland County, Virginia",12241,12095,285.0,0.02328241156768238
Virginia,Nottoway County,"Nottoway County, Virginia",15606,15232,-348.0,-0.02229911572472126
Virginia,Orange County,"Orange County, Virginia",35178,37051,-91.0,-0.0025868440502586844
Virginia,Page County,"Page County, Virginia",23662,23902,-188.0,-0.007945228636632575
Virginia,Patrick County,"Patrick County, Virginia",17960,17608,575.0,0.032015590200445435
Virginia,Pittsylvania County,"Pittsylvania County, Virginia",62010,60354,-1190.0,-0.019190453152717304
Virginia,Powhatan County,"Powhatan County, Virginia",28056,29652,-85.0,-0.00302965497576276
Virginia,Prince Edward County,"Prince Edward County, Virginia",23120,22802,835.0,0.0361159169550173
Virginia,Prince George County,"Prince George County, Virginia",38246,38353,-949.0,-0.024813052345343305
Virginia,Prince William County,"Prince William County, Virginia",450978,470335,-5943.0,-0.013178026422574938
Virginia,Pulaski County,"Pulaski County, Virginia",34351,34027,330.0,0.00960670722831941
Virginia,Rappahannock County,"Rappahannock County, Virginia",7400,7370,-28.0,-0.0037837837837837837
Virginia,Richmond County,"Richmond County, Virginia",8781,9023,613.0,0.06980981664958433
Virginia,Roanoke County,"Roanoke County, Virginia",93376,94186,-927.0,-0.009927604523646332
Virginia,Rockbridge County,"Rockbridge County, Virginia",22396,22573,-352.0,-0.015717092337917484
Virginia,Rockingham County,"Rockingham County, Virginia",78445,81948,517.0,0.006590604882401683
Virginia,Russell County,"Russell County, Virginia",27854,26586,-137.0,-0.004918503626050118
Virginia,Scott County,"Scott County, Virginia",22296,21566,97.0,0.004350556153570147
Virginia,Shenandoah County,"Shenandoah County, Virginia",42848,43616,236.0,0.005507841672890217
Virginia,Smyth County,"Smyth County, Virginia",31419,30104,-86.0,-0.0027371972373404626
Virginia,Southampton County,"Southampton County, Virginia",18136,17631,94.0,0.0051830613145125715
Virginia,Spotsylvania County,"Spotsylvania County, Virginia",129948,136215,-617.0,-0.004748053067380798
Virginia,Stafford County,"Stafford County, Virginia",140868,152882,1693.0,0.012018343413692251
Virginia,Surry County,"Surry County, Virginia",6671,6422,-325.0,-0.04871833308349573
Virginia,Sussex County,"Sussex County, Virginia",11692,11159,419.0,0.03583646938077318
Virginia,Tazewell County,"Tazewell County, Virginia",42905,40595,-314.0,-0.007318494347978091
Virginia,Warren County,"Warren County, Virginia",38716,40164,-552.0,-0.014257671247029651
Virginia,Washington County,"Washington County, Virginia",54268,53740,179.0,0.003298444755657109
Virginia,Westmoreland County,"Westmoreland County, Virginia",17549,18015,297.0,0.016924041255912018
Virginia,Wise County,"Wise County, Virginia",39572,37383,-1143.0,-0.028884059435964823
Virginia,Wythe County,"Wythe County, Virginia",29097,28684,48.0,0.0016496546035673781
Virginia,York County,"York County, Virginia",67802,68280,-597.0,-0.008805049998525117
Virginia,Alexandria city,"Alexandria city, Virginia",153654,159428,-892.0,-0.005805250758196988
Virginia,Bristol city,"Bristol city, Virginia",17146,16762,199.0,0.011606205528986353
Virginia,Buena Vista city,"Buena Vista city, Virginia",6529,6478,373.0,0.057129728901822635
Virginia,Charlottesville city,"Charlottesville city, Virginia",46301,47266,-771.0,-0.01665190816613032
Virginia,Chesapeake city,"Chesapeake city, Virginia",235111,244835,-149.0,-0.0006337432106536912
Virginia,Colonial Heights city,"Colonial Heights city, Virginia",17444,17370,421.0,0.0241343728502637
Virginia,Covington city,"Covington city, Virginia",5663,5538,67.0,0.011831184884336925
Virginia,Danville city,"Danville city, Virginia",41947,40044,596.0,0.014208405845471667
Virginia,Emporia city,"Emporia city, Virginia",5558,5346,250.0,0.04498020870816841
Virginia,Fairfax city,"Fairfax city, Virginia",23230,24019,-2095.0,-0.09018510546706844
Virginia,Falls Church city,"Falls Church city, Virginia",13728,14617,-434.0,-0.03161421911421911
Virginia,Franklin city,"Franklin city, Virginia",8331,7967,-368.0,-0.04417236826311367
Virginia,Fredericksburg city,"Fredericksburg city, Virginia",28043,29036,745.0,0.026566344542310025
Virginia,Galax city,"Galax city, Virginia",6800,6347,112.0,0.01647058823529412
Virginia,Hampton city,"Hampton city, Virginia",136264,134510,383.0,0.002810720366347678
Virginia,Harrisonburg city,"Harrisonburg city, Virginia",52675,53016,4289.0,0.08142382534409112
Virginia,Hopewell city,"Hopewell city, Virginia",22231,22529,173.0,0.0077819261391750254
Virginia,Lexington city,"Lexington city, Virginia",7162,7446,512.0,0.07148841105836358
Virginia,Lynchburg city,"Lynchburg city, Virginia",79134,82168,2655.0,0.0335506861778755
Virginia,Manassas city,"Manassas city, Virginia",41409,41085,-248.0,-0.005989036199859934
Virginia,Manassas Park city,"Manassas Park city, Virginia",16129,17478,242.0,0.015004030008060016
Virginia,Martinsville city,"Martinsville city, Virginia",13259,12554,369.0,0.027830153103552305
Virginia,Newport News city,"Newport News city, Virginia",180958,179225,-992.0,-0.005481935034648924
Virginia,Norfolk city,"Norfolk city, Virginia",246457,242742,11564.0,0.04692096390039642
Virginia,Norton city,"Norton city, Virginia",4009,3981,738.0,0.1840858069343976
Virginia,Petersburg city,"Petersburg city, Virginia",31892,31346,-4.0,-0.00012542330364981815
Virginia,Poquoson city,"Poquoson city, Virginia",12021,12271,68.0,0.0056567673238499296
Virginia,Portsmouth city,"Portsmouth city, Virginia",96336,94398,-2568.0,-0.02665670154459392
Virginia,Radford city,"Radford city, Virginia",17295,18249,1497.0,0.08655680832610581
Virginia,Richmond city,"Richmond city, Virginia",220856,230436,3115.0,0.014104212699677618
Virginia,Roanoke city,"Roanoke city, Virginia",99669,99143,-189.0,-0.0018962766757968878
Virginia,Salem city,"Salem city, Virginia",25364,25301,422.0,0.016637754297429426
Virginia,Staunton city,"Staunton city, Virginia",24185,24932,1204.0,0.049782923299565844
Virginia,Suffolk city,"Suffolk city, Virginia",88079,92108,396.0,0.00449596385063409
Virginia,Virginia Beach city,"Virginia Beach city, Virginia",450304,449974,-2730.0,-0.006062571063104036
Virginia,Waynesboro city,"Waynesboro city, Virginia",21542,22630,629.0,0.029198774487048558
Virginia,Williamsburg city,"Williamsburg city, Virginia",14800,14954,1199.0,0.08101351351351352
Virginia,Winchester city,"Winchester city, Virginia",27480,28078,477.0,0.017358078602620088
Washington,Adams County,"Adams County, Washington",19233,19983,-907.0,-0.04715852961056517
Washington,Asotin County,"Asotin County, Washington",22113,22582,804.0,0.03635870302536969
Washington,Benton County,"Benton County, Washington",190218,204390,-1309.0,-0.006881577978950467
Washington,Chelan County,"Chelan County, Washington",75041,77200,-733.0,-0.009767993496888368
Washington,Clallam County,"Clallam County, Washington",73202,77331,446.0,0.006092729706838611
Washington,Clark County,"Clark County, Washington",456939,488241,2912.0,0.006372841889179956
Washington,Columbia County,"Columbia County, Washington",3960,3985,34.0,0.008585858585858586
Washington,Cowlitz County,"Cowlitz County, Washington",102999,110593,362.0,0.0035145972290993115
Washington,Douglas County,"Douglas County, Washington",40545,43429,-304.0,-0.0074978419040572205
Washington,Ferry County,"Ferry County, Washington",7520,7627,-50.0,-0.006648936170212766
Washington,Franklin County,"Franklin County, Washington",88727,95222,1497.0,0.01687197809009659
Washington,Garfield County,"Garfield County, Washington",2222,2225,130.0,0.05850585058505851
Washington,Grant County,"Grant County, Washington",93527,97733,566.0,0.006051728377901569
Washington,Grays Harbor County,"Grays Harbor County, Washington",71011,75061,1228.0,0.01729309543591838
Washington,Island County,"Island County, Washington",80022,85141,-673.0,-0.008410187198520406
Washington,Jefferson County,"Jefferson County, Washington",30339,32221,1143.0,0.037674280628893504
Washington,King County,"King County, Washington",2126178,2252782,-4386.0,-0.002062856449460017
Washington,Kitsap County,"Kitsap County, Washington",259232,271473,4704.0,0.01814590791260338
Washington,Kittitas County,"Kittitas County, Washington",43095,47935,3643.0,0.08453416869706462
Washington,Klickitat County,"Klickitat County, Washington",21005,22425,28.0,0.0013330159485836705
Washington,Lewis County,"Lewis County, Washington",75437,80707,2296.0,0.030435992947757732
Washington,Lincoln County,"Lincoln County, Washington",10285,10939,-895.0,-0.08701993193971803
Washington,Mason County,"Mason County, Washington",60991,66768,702.0,0.011509894902526602
Washington,Okanogan County,"Okanogan County, Washington",41356,42243,389.0,0.009406132121094883
Washington,Pacific County,"Pacific County, Washington",20869,22471,453.0,0.021706837893526284
Washington,Pend Oreille County,"Pend Oreille County, Washington",13087,13724,451.0,0.03446167952930389
Washington,Pierce County,"Pierce County, Washington",843778,904980,8186.0,0.009701603976401376
Washington,San Juan County,"San Juan County, Washington",16198,17582,278.0,0.017162612668230645
Washington,Skagit County,"Skagit County, Washington",121559,129205,897.0,0.007379132766804597
Washington,Skamania County,"Skamania County, Washington",11375,12083,-181.0,-0.01591208791208791
Washington,Snohomish County,"Snohomish County, Washington",769698,822083,3560.0,0.0046251906591936055
Washington,Spokane County,"Spokane County, Washington",488610,522798,13626.0,0.02788727205746915
Washington,Stevens County,"Stevens County, Washington",43553,45723,-1210.0,-0.027782242325442564
Washington,Thurston County,"Thurston County, Washington",267978,290536,2967.0,0.011071804401853883
Washington,Wahkiakum County,"Wahkiakum County, Washington",4023,4488,-62.0,-0.015411384538901318
Washington,Walla Walla County,"Walla Walla County, Washington",59932,60760,905.0,0.015100447173463259
Washington,Whatcom County,"Whatcom County, Washington",211836,229247,4780.0,0.022564625464982346
